S No., Constraints, Programs, Exec. Time
4814,(and (>= y x) (< (- (f y x) (f y x)) (f y x))),unknown,122024
4815,(or (>= y x) (< x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),149050
4816,(and (<= (f y y) y) (<= (f y y) y)),(define-fun f ((x Int) (y Int)) Int x),145721
4817,(and (= (- (f y x) x) y) (>= (- x y) y)),unknown,126832
4818,(and (< (+ y x) (+ y x)) (>= y (f x x))),unknown,136803
4819,(and (> y (- (f x x) (f x x))) (> y (- (f x x) (f x x)))),unknown,97484
4820,(or (> (f y x) x) (> (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),108452
4821,(and (= y (f x y)) (< y (+ x (f x y)))),unknown,105971
4822,(and (<= x (- y (f y y))) (> (- y (f y y)) x)),unknown,101465
4823,(or (< (- x y) (- x y)) (< (- x y) (- x y))),unknown,113717
4824,(and (= y (f y x)) (< (f y x) y)),unknown,133351
4825,(and (>= (f x y) x) (>= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),104016
4826,(or (< (- x (f y x)) x) (< (- x (f y x)) x)),(define-fun f ((x Int) (y Int)) Int 1),117309
4827,(or (>= (+ (f x x) y) y) (>= (+ (f x x) y) y)),(define-fun f ((x Int) (y Int)) Int 0),117802
4828,(or (<= x x) (<= x x)),(define-fun f ((x Int) (y Int)) Int 0),103234
4829,(and (= y y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),99847
4830,(and (< (+ x (- (f y x) y)) (+ x (- (f y x) y))) (< (- (f y x) y) x)),unknown,101527
4831,(and (= (f y y) (+ x (- (f y y) y))) (= (f y y) (+ x (- (f y y) y)))),unknown,109709
4832,(or (<= (f x y) (f x y)) (<= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),107939
4833,(and (>= (- (f x x) (f x x)) x) (= (f x x) y)),unknown,141558
4834,(or (<= (+ y y) (+ y y)) (<= (+ y y) (+ y y))),(define-fun f ((x Int) (y Int)) Int 0),131614
4835,(or (> (f y y) y) (> (f y y) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),142061
4836,(and (>= y (+ y x)) (= (+ y (f y y)) y)),unknown,111424
4837,(or (< (- x y) (f y y)) (< (- x y) (f y y))),unknown,109366
4838,(or (>= (- (f x x) y) y) (< (- (f x x) (f x x)) (- (f x x) y))),Timeout,153530
4839,(or (>= (- (+ (f x x) (f x x)) (f x x)) y) (>= y x)),(define-fun f ((x Int) (y Int)) Int x),118516
4840,(or (= (f x x) (- y x)) (>= x y)),Timeout,163720
4841,(or (>= (f y y) (+ (f y y) y)) (= y (f y y))),(define-fun f ((x Int) (y Int)) Int x),124449
4842,(and (> y y) (= (- y x) (f y x))),unknown,125456
4843,(and (<= (f y y) (f y y)) (<= (f y y) (f y y))),(define-fun f ((x Int) (y Int)) Int 0),126308
4844,(or (> (+ x x) y) (> x (f y y))),Timeout,167271
4845,(or (< (+ (f x x) x) (f x x)) (> (f x x) (f x x))),unknown,106677
4846,(or (< (f x y) y) (> (+ x x) (+ (f x y) x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),120650
4847,(and (>= (+ y x) (+ y x)) (> x y)),unknown,115596
4848,(or (>= (+ y x) (+ y x)) (= x (+ y x))),(define-fun f ((x Int) (y Int)) Int 0),116050
4849,(and (< (f x y) (+ x y)) (<= y (f x y))),unknown,115951
4850,(and (> x y) (> x y)),unknown,112311
4851,(or (<= (- y (f x y)) (- y (f x y))) (<= (- y (f x y)) (- y (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),108180
4852,(and (= (+ x x) (+ x x)) (<= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),132111
4853,(and (= y (f x x)) (= y (f x x))),unknown,123393
4854,(or (< (f x x) (f x x)) (< (f x x) (f x x))),unknown,133392
4855,(and (> x y) (> x y)),unknown,144986
4856,(and (<= x x) (= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),171393
4857,(or (> y (+ x x)) (< (+ x (f y y)) (+ x (f y y)))),unknown,119531
4858,(and (>= (- (f x x) (f x x)) (- (f x x) (f x x))) (>= (- (f x x) (f x x)) (- (f x x) (f x x)))),(define-fun f ((x Int) (y Int)) Int 0),99700
4859,(or (< (+ x y) (+ x y)) (< (+ x y) (+ x y))),unknown,121640
4860,(or (> x (f x y)) (> (f x y) (- (+ (f x y) (f x y)) x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),126044
4861,(and (> (+ (f y x) y) x) (> (+ (f y x) y) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 (* (- 1) x) y)),125386
4862,(and (= (- x x) (- y (- x x))) (< (f y x) (f y x))),unknown,127710
4863,(and (> (+ (f x y) y) y) (> (+ (f x y) y) y)),(define-fun f ((x Int) (y Int)) Int 1),183849
4864,(and (> (f x x) x) (> (f x x) (f x x))),unknown,126338
4865,(or (= (+ y x) y) (= (+ y x) y)),unknown,156781
4866,(and (> y y) (> y y)),unknown,116655
4867,(and (> y y) (> y y)),unknown,112301
4868,(or (<= x y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),101737
4869,(and (<= x y) (>= (+ y y) (+ y y))),unknown,132260
4870,(and (> (f y x) (- (f y x) y)) (= (- (f y x) y) (f y x))),unknown,122974
4871,(or (<= (- x (f x y)) (- x (f x y))) (> (f x y) y)),(define-fun f ((x Int) (y Int)) Int 0),123532
4872,(or (>= y y) (>= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),114814
4873,(or (= y x) (= x (- (- x x) x))),unknown,123084
4874,(and (= x (- (f y y) x)) (< (- (f y y) x) x)),unknown,152297
4875,(or (>= x (- (- x (f x y)) (- x (f x y)))) (= x x)),(define-fun f ((x Int) (y Int)) Int 0),135268
4876,(or (>= x x) (>= x x)),(define-fun f ((x Int) (y Int)) Int 0),82836
4877,(and (>= y (+ y x)) (<= x (+ y x))),unknown,131967
4878,(or (>= x (- y y)) (<= x (+ (f x x) y))),unknown,138576
4879,(and (< (f y y) (- x (f y y))) (< (- x (f y y)) (+ x (f y y)))),unknown,143639
4880,(or (= y y) (<= (+ (+ (f x x) y) x) x)),(define-fun f ((x Int) (y Int)) Int 0),131345
4881,(and (< (f x x) y) (< x (- (f x x) x))),unknown,136717
4882,(and (> y (- x x)) (<= x (f x y))),unknown,100016
4883,(or (= x x) (>= (f x x) x)),(define-fun f ((x Int) (y Int)) Int 0),115643
4884,(and (<= (- x x) y) (<= (- x x) y)),unknown,105342
4885,(and (<= (- (f y x) y) x) (<= (- (f y x) y) x)),(define-fun f ((x Int) (y Int)) Int (+ x y)),114188
4886,(and (< x (f x y)) (= (f x y) x)),unknown,133125
4887,(and (> (+ y x) (+ y x)) (> (+ y x) (+ y x))),unknown,118513
4888,(and (< (+ y x) (f y y)) (< y (+ y x))),unknown,136958
4889,(or (= (f x y) x) (= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),125967
4890,(or (> (+ (- (f x x) x) x) x) (> (+ (- (f x x) x) x) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),140655
4891,(and (>= (- y x) (f x x)) (< x y)),unknown,110168
4892,(or (>= y (f y x)) (> y (f y x))),(define-fun f ((x Int) (y Int)) Int x),106631
4893,(and (> (- (f y x) (f y x)) (- (f y x) (f y x))) (> (- (f y x) (f y x)) (- (f y x) (f y x)))),unknown,105142
4894,(or (<= y x) (= x (+ x (- x y)))),unknown,128948
4895,(or (<= y x) (<= y x)),unknown,119819
4896,(or (<= (- y (f y y)) (f y y)) (<= (- y (f y y)) (f y y))),(define-fun f ((x Int) (y Int)) Int (ite (and (= x y) (>= (+ y (* (- 2) (div y 2))) 1)) (div (+ 1 y) 2) (div x 2))),140918
4897,(and (<= (+ y (f x x)) (f x x)) (<= (+ y (f x x)) (f x x))),unknown,96999
4898,(and (<= y (f y y)) (= (+ (f y y) (f y y)) x)),unknown,129414
4899,(or (= (+ (f x y) y) (+ (f x y) y)) (< y (f x y))),(define-fun f ((x Int) (y Int)) Int 0),126798
4900,(or (<= (- x y) (- x y)) (<= (- x y) (- x y))),(define-fun f ((x Int) (y Int)) Int 0),133279
4901,(and (<= x (+ x (f y x))) (<= x (+ x (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),133047
4902,(or (> (f y x) (- (f y x) x)) (= (- (f y x) x) (- (f y x) x))),(define-fun f ((x Int) (y Int)) Int 0),134215
4903,(or (= (- x y) x) (= (- x y) x)),unknown,109057
4904,(or (<= (f y x) x) (<= (f y x) x)),(define-fun f ((x Int) (y Int)) Int y),128557
4905,(or (= (- (f x x) (f x x)) y) (= (- (f x x) (f x x)) y)),unknown,126921
4906,(or (>= x (f y x)) (> (f y x) x)),(define-fun f ((x Int) (y Int)) Int 0),115252
4907,(and (> x x) (< (+ y x) x)),unknown,123719
4908,(or (<= x (f y y)) (< y y)),unknown,125460
4909,(or (<= y (f x x)) (>= (- (f x x) (f x x)) y)),unknown,125670
4910,(or (< (+ x x) y) (= y x)),unknown,147424
4911,(and (<= x y) (= x (f x y))),unknown,129505
4912,(or (<= y (f y x)) (<= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),149910
4913,(and (> (- y x) (f x y)) (> (- y x) (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* (- 1) x) y)),133901
4914,(and (<= x x) (> y (- (f y y) (f y y)))),unknown,139491
4915,(and (= (f y y) (f y y)) (< (- (- y y) x) (- y y))),unknown,128959
4916,(or (= y (- (f x y) x)) (< y (- (f x y) x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x y)),148160
4917,(or (< x (+ (f y y) (f y y))) (< x (+ (f y y) (f y y)))),unknown,149270
4918,(or (< x (f x y)) (>= y (+ x (f x y)))),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),83899
4919,(or (>= (f x y) y) (= (- (f x y) x) y)),(define-fun f ((x Int) (y Int)) Int y),150164
4920,(and (>= (- (+ y x) x) (- (+ y x) x)) (< (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),131777
4921,(and (>= (- x y) y) (> x x)),unknown,135342
4922,(or (>= (f y y) (f y y)) (> (- x (+ x (f y y))) (f y y))),(define-fun f ((x Int) (y Int)) Int 0),122004
4923,(and (> y (- (f y y) (f y y))) (> y (- (f y y) (f y y)))),unknown,111914
4924,(and (> (f x y) (+ (f x y) y)) (= (f x y) (- y y))),unknown,130086
4925,(or (<= x (- x x)) (<= y (+ (f x y) y))),(define-fun f ((x Int) (y Int)) Int 0),121581
4926,(or (< (- y y) (- y y)) (< (- y y) (- y y))),unknown,130196
4927,(and (>= (- x (f y x)) (f y x)) (>= (- x (f y x)) (f y x))),(define-fun f ((x Int) (y Int)) Int (div y 2)),118604
4928,(or (<= (f x y) (+ x (f x y))) (= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),125321
4929,(and (< x (- y y)) (< x (- y y))),unknown,121998
4930,(and (< y y) (< y y)),unknown,121920
4931,(and (> (+ x y) y) (> x (+ (f x y) (f x y)))),unknown,143164
4932,(and (= (f x x) x) (>= (+ (- (f x x) (f x x)) (- (f x x) (f x x))) (- (f x x) (f x x)))),(define-fun f ((x Int) (y Int)) Int x),114239
4933,(or (< (+ y y) y) (>= (+ y y) (- (f y x) x))),(define-fun f ((x Int) (y Int)) Int (+ (* 2 x) y)),142395
4934,(and (> x x) (> x x)),unknown,95741
4935,(or (< (f y x) y) (< y (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),129627
4936,(and (>= y y) (< y (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),136324
4937,(and (> (f y x) (- x x)) (>= y (- (f y x) x))),unknown,126399
4938,(or (< x (f x x)) (< x (f x x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),134887
4939,(and (< x (f y x)) (<= (+ x x) x)),unknown,117447
4940,(or (< y x) (>= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),129577
4941,(or (= (- y x) x) (= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),131669
4942,(and (= (- x (+ y x)) (+ y x)) (= (- x (+ y x)) (+ y x))),unknown,125470
4943,(and (> x (+ x y)) (< x y)),unknown,130120
4944,(and (= (+ y (f x x)) y) (>= (f x x) (+ y (f x x)))),unknown,105428
4945,(or (< y (f y x)) (< y (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),116889
4946,(and (> y x) (> (f x y) (- x y))),unknown,134617
4947,(and (>= x y) (> x x)),unknown,117218
4948,(and (<= (f x x) y) (> (+ (f x x) (- x (f x x))) (+ (f x x) (- x (f x x))))),unknown,132892
4949,(or (= (- x x) (- x x)) (= (- x x) (- x x))),(define-fun f ((x Int) (y Int)) Int 0),115207
4950,(and (> y (+ (+ x x) (f y x))) (>= y y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x (* (- 2) y))),147168
4951,(and (= (f x y) y) (= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),97570
4952,(or (> (+ y (- x (f x y))) y) (> (+ y (- x (f x y))) y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),124553
4953,(or (= (+ x x) y) (< y y)),unknown,139296
4954,(and (= (+ (f y y) x) y) (= (+ (f y y) x) y)),Timeout,154880
4955,(and (> (+ x y) (f x y)) (= y (+ x y))),unknown,145914
4956,(and (< (- y (f x x)) x) (>= (- (f x x) y) (- (f x x) y))),unknown,136215
4957,(or (>= y x) (>= (+ (f y y) y) (+ (f y y) x))),unknown,161802
4958,(or (< y x) (> y (- (- y (f y x)) y))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* (- 1) x))),120857
4959,(or (<= x (f x x)) (<= x (f x x))),(define-fun f ((x Int) (y Int)) Int x),156477
4960,(or (= y (- (f x y) (f x y))) (< (f x y) (- x (- (f x y) (f x y))))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),120184
4961,(or (> (+ (f y y) (f y y)) (+ (f y y) (f y y))) (< (+ (f y y) (f y y)) (+ (f y y) (f y y)))),unknown,125606
4962,(or (= x y) (< y y)),unknown,121657
4963,(or (>= y x) (>= y x)),unknown,129608
4964,(or (< x x) (< x x)),unknown,121422
4965,(and (> (- (f y y) (f y y)) (f y y)) (= (f y y) (- y (f y y)))),unknown,150050
4966,(or (= x x) (> (- y (f x y)) (- x (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),157955
4967,(and (= (+ x y) (f y y)) (= (+ x y) (f y y))),unknown,135373
4968,(or (>= x (+ (+ (f y y) (f y y)) (f y y))) (>= x (+ (+ (f y y) (f y y)) (f y y)))),unknown,124633
4969,(or (>= (f y x) (f y x)) (>= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),115510
4970,(and (= (f x x) y) (= (f x x) y)),unknown,142939
4971,(and (< (+ x (f x y)) x) (< y (f x y))),unknown,131052
4972,(or (= (- x x) x) (>= (f x x) x)),(define-fun f ((x Int) (y Int)) Int x),133834
4973,(or (= (+ y x) (+ y x)) (= (+ y x) (+ y x))),(define-fun f ((x Int) (y Int)) Int 0),118660
4974,(and (>= x (+ y y)) (>= y x)),unknown,144672
4975,(and (>= (f x x) x) (>= (f x x) x)),(define-fun f ((x Int) (y Int)) Int x),147955
4976,(and (<= y x) (<= y x)),unknown,117755
4977,(or (= (f x y) y) (< (f x y) (+ x y))),(define-fun f ((x Int) (y Int)) Int y),139385
4978,(and (= (- x y) x) (>= (- x y) y)),unknown,134917
4979,(or (<= (+ (f x y) x) y) (<= (+ (f x y) x) y)),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),128494
4980,(or (>= x x) (= y (f y x))),(define-fun f ((x Int) (y Int)) Int 0),132684
4981,(or (= (f y y) (+ x y)) (<= (- y y) (- y y))),(define-fun f ((x Int) (y Int)) Int 0),133850
4982,(or (> y (- (f x y) (f x y))) (< (- (- (f x y) (f x y)) (- (f x y) (f x y))) x)),unknown,115745
4983,(and (<= y (- x y)) (>= x y)),unknown,115583
4984,(or (= y (- (f y y) y)) (< (+ (f y y) x) (- (f y y) y))),(define-fun f ((x Int) (y Int)) Int (* 2 x)),125860
4985,(or (<= (f y x) (- y y)) (>= y (f y x))),(define-fun f ((x Int) (y Int)) Int 0),125245
4986,(or (< y (f x x)) (> x x)),unknown,139672
4987,(and (< (- x x) y) (= (+ x (f x x)) (+ x (f x x)))),unknown,143991
4988,(and (>= y x) (>= y x)),unknown,126073
4989,(or (>= (f y x) (f y x)) (>= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),126283
4990,(or (<= x (+ y (f y y))) (<= x (+ y (f y y)))),unknown,106855
4991,(or (<= (+ x y) y) (<= (+ x y) y)),unknown,119143
4992,(and (> (- x (f x x)) x) (< x x)),unknown,122990
4993,(and (<= (+ (f y y) x) (+ (f y y) x)) (<= (+ (f y y) x) (+ (f y y) x))),(define-fun f ((x Int) (y Int)) Int 0),117899
4994,(or (> x (f y y)) (< (- (f y y) x) y)),unknown,120026
4995,(or (< x (+ x y)) (< x (+ x y))),unknown,121506
4996,(or (> y (+ x y)) (> y (+ x y))),unknown,132266
4997,(or (> (f y y) (f y y)) (> (f y y) (f y y))),unknown,105489
4998,(or (> x x) (= x (+ (f y x) (f y x)))),unknown,137322
4999,(and (>= (- (f y y) y) (- (f y y) y)) (>= y (- (f y y) x))),unknown,129831
5000,(or (> x (f y y)) (> x (f y y))),unknown,130752
5001,(or (= (+ y x) (f y x)) (= (+ y x) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ x y)),122578
5002,(or (= (f y x) (+ (f y x) y)) (= (f y x) (+ (f y x) y))),unknown,132082
5003,(or (>= (- x x) (- x x)) (>= (- x x) (- x x))),(define-fun f ((x Int) (y Int)) Int 0),120534
5004,(or (= y (f x x)) (= y (f x x))),unknown,151454
5005,(or (>= (f y x) (+ (f y x) (f y x))) (> (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),122170
5006,(and (<= (f y y) y) (<= (f y y) y)),(define-fun f ((x Int) (y Int)) Int x),145857
5007,(or (= (+ x x) (f x x)) (= (+ x x) (f x x))),(define-fun f ((x Int) (y Int)) Int (* 2 x)),123164
5008,(or (<= (f y y) (f y y)) (> (+ y (+ (f y y) y)) x)),(define-fun f ((x Int) (y Int)) Int 0),142540
5009,(or (>= (f x x) (+ (- y x) (f x x))) (>= y (- y x))),unknown,122843
5010,(or (> (+ (f y x) x) y) (> y x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x (* (- 1) y))),120089
5011,(or (= (f y y) x) (<= x (- y (f y y)))),Timeout,163801
5012,(or (> (- x y) (f x x)) (< (+ x x) y)),Timeout,159785
5013,(or (<= (f x x) (- y (f x x))) (<= (f x x) (- y (f x x)))),unknown,134696
5014,(and (<= (f y x) (f y x)) (= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),103785
5015,(or (= (+ (f y x) (f y x)) x) (>= x (+ (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int (div y 2)),129129
5016,(and (< x y) (< x y)),unknown,116434
5017,(or (>= y x) (= y (+ (f y y) (f y y)))),unknown,137045
5018,(and (>= (- y (f x y)) x) (>= (- y (f x y)) x)),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),127568
5019,(or (>= (+ (+ x x) y) (+ x x)) (>= (+ x x) x)),unknown,113220
5020,(and (<= (f x y) x) (<= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),132117
5021,(or (>= (+ y y) (+ y x)) (>= (+ y y) (+ y x))),unknown,114448
5022,(and (>= (- x y) y) (>= (- x y) y)),unknown,121279
5023,(and (<= x y) (> (+ x x) (+ x x))),unknown,112882
5024,(or (>= x x) (>= x x)),(define-fun f ((x Int) (y Int)) Int 0),118241
5025,(and (>= x y) (>= y y)),unknown,126606
5026,(or (>= (f x x) (+ y y)) (>= (f x x) (+ y y))),Timeout,154868
5027,(and (> y y) (> y y)),unknown,128777
5028,(or (>= (- x x) y) (>= (- x x) y)),unknown,120971
5029,(or (> x (f y y)) (< x (+ x (f y y)))),(define-fun f ((x Int) (y Int)) Int 1),135987
5030,(and (> x x) (> y (+ (f y x) x))),unknown,131925
5031,(and (<= y (f x x)) (> (+ x y) x)),unknown,122180
5032,(and (< x y) (< x y)),unknown,91675
5033,(and (> (+ x y) (+ x y)) (> (+ x y) (+ x y))),unknown,120544
5034,(or (= y x) (= y x)),unknown,134483
5035,(and (= (- x (f x y)) y) (= (- x (f x y)) y)),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),112424
5036,(and (= x (f y x)) (= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),113637
5037,(or (> x y) (> x y)),unknown,119775
5038,(and (= x (+ (f y y) (+ x x))) (= x (+ (f y y) (+ x x)))),Timeout,160475
5039,(or (< (- x y) (- x y)) (< (- x y) (- x y))),unknown,137798
5040,(or (> x (+ y y)) (>= y y)),(define-fun f ((x Int) (y Int)) Int 0),130347
5041,(or (= y (f y y)) (< y (- y (f y y)))),(define-fun f ((x Int) (y Int)) Int (- 1)),141013
5042,(or (> (- x x) y) (= x y)),unknown,143941
5043,(or (= (f x x) (f x x)) (<= x (- y y))),(define-fun f ((x Int) (y Int)) Int 0),138267
5044,(or (= (+ (f y y) x) y) (< y x)),unknown,138955
5045,(or (>= (f x x) (f x x)) (>= (f x x) (f x x))),(define-fun f ((x Int) (y Int)) Int 0),128250
5046,(and (>= (+ y y) y) (= (f y x) x)),unknown,152560
5047,(and (> (f y x) x) (>= (- y x) (+ (f y x) x))),unknown,89264
5048,(or (> (f y x) (- (f y x) (f y x))) (> (f y x) (- (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int 1),137297
5049,(or (>= y (- y x)) (= y (- y x))),unknown,124645
5050,(or (<= x (f y x)) (<= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),142996
5051,(or (= x (- y y)) (= x (- y y))),unknown,131991
5052,(and (>= (f x y) (f x y)) (>= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),153528
5053,(or (>= (f y x) (- (f y x) (f y x))) (>= (f y x) (- (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),101439
5054,(or (< (+ (+ y y) (f y x)) (+ y y)) (= (+ y y) x)),(define-fun f ((x Int) (y Int)) Int (- 1)),110984
5055,(or (= x (f x y)) (= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),125754
5056,(and (= x (- x (- y x))) (= x (f x y))),unknown,131311
5057,(or (= (- (+ y x) (f y x)) (+ y x)) (<= (+ y x) y)),(define-fun f ((x Int) (y Int)) Int 0),136902
5058,(or (= (+ (f y y) x) (+ (f y y) x)) (= (+ (f y y) x) (+ (f y y) x))),(define-fun f ((x Int) (y Int)) Int 0),123588
5059,(or (= x (f y y)) (= x (f y y))),Timeout,158636
5060,(or (= x (+ x (f y y))) (= x (+ x (f y y)))),(define-fun f ((x Int) (y Int)) Int 0),155211
5061,(and (> (- x y) y) (> (- x y) y)),unknown,129346
5062,(or (< x (+ (f y x) x)) (< y (+ (f y x) x))),(define-fun f ((x Int) (y Int)) Int 1),142570
5063,(and (>= x y) (< (- (+ y (f x y)) (f x y)) (+ y (f x y)))),unknown,124470
5064,(or (<= (+ y (f x y)) (+ y (f x y))) (<= (+ y (f x y)) (+ y (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),153313
5065,(or (>= (+ (f x y) x) (f x y)) (>= (+ (f x y) x) (f x y))),unknown,103935
5066,(and (= y (+ y y)) (> x x)),unknown,132042
5067,(or (= (- x x) y) (= (- x x) y)),unknown,129958
5068,(and (< (- (f y y) x) (+ x (- (f y y) x))) (< (- (f y y) x) (+ x (- (f y y) x)))),unknown,116903
5069,(and (< y (- (f y y) x)) (> x x)),unknown,130385
5070,(or (= (f x x) y) (= (f x x) y)),unknown,149252
5071,(and (<= (+ (f x y) x) x) (<= (+ (f x y) x) x)),(define-fun f ((x Int) (y Int)) Int 0),136612
5072,(and (> (f x y) x) (< (f x y) (+ x y))),unknown,104409
5073,(and (< (f y y) (+ (f y y) y)) (< (f y y) (+ (f y y) y))),unknown,128234
5074,(and (<= y (f y y)) (<= y (f y y))),(define-fun f ((x Int) (y Int)) Int x),135520
5075,(or (>= (+ x x) (+ x x)) (>= (+ x x) (+ x x))),(define-fun f ((x Int) (y Int)) Int 0),119278
5076,(and (< y (f x x)) (< x (+ (f x x) y))),unknown,93892
5077,(or (<= x y) (<= x y)),unknown,97962
5078,(or (< x y) (< x y)),unknown,99031
5079,(and (= (f y x) (f y x)) (= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),115584
5080,(or (> (- (f x y) (f x y)) (- (f x y) (f x y))) (> (- (f x y) (f x y)) (- (f x y) (f x y)))),unknown,130996
5081,(and (= (f y x) x) (= (f y x) x)),(define-fun f ((x Int) (y Int)) Int y),113937
5082,(and (= (f x x) (+ x (f x x))) (= (f x x) (+ x (f x x)))),unknown,130071
5083,(or (<= (- y x) (f x y)) (<= (- y x) (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),143392
5084,(and (>= (- y (f y x)) x) (>= (- y (f y x)) x)),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),119730
5085,(or (= y (+ (f y x) x)) (= (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),146786
5086,(or (<= y (+ y y)) (<= y (+ y y))),unknown,123122
5087,(or (< x x) (< x x)),unknown,122709
5088,(or (= x (- y x)) (<= y (- y x))),unknown,130411
5089,(and (>= (- x (f x x)) y) (<= (- x (f x x)) (- x (f x x)))),unknown,113267
5090,(or (<= x (- (f x x) (f x x))) (< x (- (f x x) (f x x)))),unknown,130172
5091,(and (>= x (+ (f y x) x)) (>= x (+ (f y x) x))),(define-fun f ((x Int) (y Int)) Int 0),193649
5092,(or (<= (+ x (f x x)) (+ x (f x x))) (<= (+ x (f x x)) (+ x (f x x)))),(define-fun f ((x Int) (y Int)) Int 0),197204
5093,(or (<= (+ y x) x) (< (+ y x) (+ y x))),unknown,191537
5094,(and (> x (f x x)) (> x (f x x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),195826
5095,(and (<= (+ y y) (+ y y)) (<= (+ y y) (+ y y))),(define-fun f ((x Int) (y Int)) Int 0),195944
5096,(and (>= (+ (f y y) (f y y)) (f y y)) (>= (+ (f y y) (f y y)) (f y y))),(define-fun f ((x Int) (y Int)) Int 0),157241
5097,(and (<= y (- (f x y) (f x y))) (< y y)),unknown,129199
5098,(and (= y y) (<= (- (f x x) x) (- (f x x) x))),(define-fun f ((x Int) (y Int)) Int 0),118452
5099,(and (> (f y x) (f y x)) (< y x)),unknown,133321
5100,(or (>= (f y x) (+ x y)) (< (+ y y) y)),(define-fun f ((x Int) (y Int)) Int (+ x y)),116937
5101,(and (> y (f x x)) (> y (f x x))),unknown,124423
5102,(and (< (+ x y) x) (< (+ x y) x)),unknown,124906
5103,(and (> y x) (< x y)),unknown,126697
5104,(or (<= (f x y) x) (>= (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),129083
5105,(or (<= (f x x) (+ y x)) (<= (f x x) (+ y x))),unknown,135495
5106,(and (< (f x y) (+ y (f x y))) (= x x)),unknown,163667
5107,(or (= x x) (= x x)),(define-fun f ((x Int) (y Int)) Int 0),120909
5108,(and (>= (+ y x) (f x y)) (>= (+ y x) (f x y))),(define-fun f ((x Int) (y Int)) Int (+ x y)),123383
5109,(and (= (- y y) (f x y)) (= y (- y y))),unknown,119383
5110,(and (<= (- (f y y) (f y y)) y) (< x x)),unknown,114620
5111,(and (<= y x) (>= (+ y (f x x)) (f x x))),unknown,131463
