S No., Constraints, Programs, Exec. Time
16305,(and (< y x) (< y x)),unknown,91707
16306,(and (= (f y y) x) (= (f y y) x)),unknown,124640
16307,(or (<= (- (f x y) y) y) (<= (- (f x y) y) y)),(define-fun f ((x Int) (y Int)) Int (* 2 y)),89195
16308,(or (> (+ y y) y) (> (+ y y) y)),unknown,99739
16309,(or (< (+ x (f y y)) (f y y)) (>= (+ x (f y y)) (f y y))),(define-fun f ((x Int) (y Int)) Int 0),98722
16310,(and (>= x y) (>= (f x y) (f x y))),unknown,92742
16311,(and (= (+ x x) y) (= (+ x x) y)),unknown,92858
16312,(or (<= (- x x) (f y y)) (<= (f y y) (f y y))),(define-fun f ((x Int) (y Int)) Int 0),86493
16313,(or (<= y y) (> (f y x) x)),(define-fun f ((x Int) (y Int)) Int 0),88799
16314,(and (> y (+ y x)) (> y (+ y x))),unknown,91377
16315,(or (< x x) (< x x)),unknown,86983
16316,(or (<= (f y y) (f y y)) (< x x)),(define-fun f ((x Int) (y Int)) Int 0),98070
16317,(and (<= (+ x (f y x)) (+ x (f y x))) (>= y x)),unknown,95119
16318,(and (>= (f y y) (f y y)) (> (f y y) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),88365
16319,(or (< x (f x x)) (< x (f x x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),93776
16320,(and (= (+ (f y y) (f y y)) (+ (f y y) (f y y))) (>= (+ y x) y)),unknown,94695
16321,(and (>= (+ (f x y) y) y) (>= (+ (f x y) y) y)),(define-fun f ((x Int) (y Int)) Int 0),97231
16322,(or (= (+ (f x y) (f x y)) y) (<= y x)),unknown,94516
16323,(or (<= x y) (> y x)),unknown,91011
16324,(and (< (f y y) (+ y x)) (> x (f y y))),unknown,97559
16325,(or (> x y) (> (- x (f y y)) y)),unknown,125546
16326,(or (= x (+ y x)) (> (f y x) (+ y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x y)),113319
16327,(and (> (f x x) x) (< (f x x) y)),unknown,111578
16328,(and (< x (+ (f y y) (f y y))) (> x y)),unknown,99091
16329,(and (<= x (- y (+ x y))) (< (f x x) (+ x y))),unknown,89001
16330,(or (<= y (- x x)) (<= y (- x x))),unknown,86799
16331,(or (< (- x y) y) (< (- x y) y)),unknown,87068
16332,(or (> y (- x x)) (> x y)),unknown,102839
16333,(and (< (f y y) (- x x)) (< (f y y) (- x x))),(define-fun f ((x Int) (y Int)) Int (- 1)),105790
16334,(or (<= y (f x y)) (< (+ (f x y) y) x)),(define-fun f ((x Int) (y Int)) Int y),94214
16335,(and (< (+ (f x y) y) (f x y)) (> (+ (f x y) y) (+ (f x y) y))),unknown,94137
16336,(and (<= y x) (>= y x)),unknown,89669
16337,(and (< x y) (>= (+ y x) (+ y x))),unknown,91959
16338,(or (= x (+ y (+ y y))) (= (f x y) (+ y y))),(define-fun f ((x Int) (y Int)) Int (* 2 y)),100494
16339,(and (>= (- y y) x) (>= (- x y) (- y y))),unknown,94725
16340,(or (< (+ y x) y) (< (+ y x) y)),unknown,100907
16341,(or (>= x (f y y)) (>= x (f y y))),unknown,101902
16342,(and (> y x) (> y x)),unknown,118332
16343,(and (< y (f y y)) (= (f y y) (+ y x))),unknown,119286
16344,(and (<= x (+ (f x x) (f x x))) (<= x (+ (f x x) (f x x)))),(define-fun f ((x Int) (y Int)) Int (ite (and (= x y) (>= (+ y (* (- 2) (div y 2))) 1)) (div (+ 1 y) 2) (div x 2))),107092
16345,(or (> (+ y y) (+ y y)) (> (+ y y) (+ y y))),unknown,88823
16346,(and (>= x x) (< (- y x) (- y (- y x)))),unknown,97050
16347,(and (>= x y) (>= x y)),unknown,90730
16348,(or (< (+ (f x y) x) x) (< (+ (f x y) x) x)),(define-fun f ((x Int) (y Int)) Int (- 1)),107077
16349,(or (>= (- y y) x) (>= (- y y) x)),unknown,92560
16350,(or (<= x (+ x (f y x))) (> (+ x (f y x)) (- (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),98048
16351,(or (= (- (f x x) (f x x)) y) (= (- (f x x) (f x x)) y)),unknown,93865
16352,(or (<= x y) (>= x x)),(define-fun f ((x Int) (y Int)) Int 0),90157
16353,(or (>= x y) (>= x y)),unknown,94517
16354,(and (<= x (- x y)) (<= (- y x) x)),unknown,91684
16355,(or (= x (f y y)) (= x (f y y))),unknown,120889
16356,(or (<= y (f x y)) (> x (- (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int y),105084
16357,(or (< (- y x) x) (< (- y x) x)),unknown,81248
16358,(and (= (f y y) (f y y)) (= (f y y) (f y y))),(define-fun f ((x Int) (y Int)) Int 0),88453
16359,(or (<= y y) (<= y y)),(define-fun f ((x Int) (y Int)) Int 0),85294
16360,(or (= (+ y y) (f y y)) (> (f y y) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),95133
16361,(or (> x (- y y)) (> x (- y y))),unknown,79722
16362,(and (< (+ (- y y) (- y y)) x) (< (+ (- y y) (- y y)) x)),unknown,85683
16363,(and (= y y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),93615
16364,(and (> y (f x x)) (> y (f x x))),unknown,99485
16365,(or (>= (+ (f y y) y) (f y y)) (<= (+ (f y y) y) y)),(define-fun f ((x Int) (y Int)) Int 0),96437
16366,(and (>= (- y (- x (f x y))) (f x y)) (>= (- y (- x (f x y))) (f x y))),unknown,86086
16367,(or (= y x) (= y x)),unknown,88490
16368,(or (> (+ y (+ x y)) (f y y)) (< x y)),Timeout,164774
16369,(and (= y (+ y x)) (= y (+ y x))),unknown,93107
16370,(and (< y (+ (f y x) (+ x y))) (>= y x)),unknown,88609
16371,(or (= (+ (f y y) (f y y)) x) (< y x)),unknown,95016
16372,(or (< x (- x x)) (< x (- x x))),unknown,125046
16373,(or (>= (f y y) (- (f y y) y)) (< x x)),unknown,104958
16374,(and (< (f y x) x) (>= (- (f y x) y) (f y x))),unknown,96782
16375,(or (>= (+ x (f x x)) (- y x)) (>= (- y x) (f x x))),Timeout,588179
16376,(or (>= (- x (f y y)) (f y y)) (>= (- x (f y y)) (f y y))),unknown,91790
16377,(and (= x (- (f x x) x)) (= x (+ y y))),unknown,89596
16378,(and (> (f x y) (f x y)) (> (f x y) (f x y))),unknown,97861
16379,(and (> y (+ y (f y x))) (> y (+ y (f y x)))),(define-fun f ((x Int) (y Int)) Int (- 1)),94323
16380,(or (> (f x x) (f x x)) (< y (+ (f x x) x))),unknown,92119
16381,(or (> y (+ (f x x) (f x x))) (< x x)),unknown,87614
16382,(and (< x x) (< x x)),unknown,117528
16383,(or (>= (- x x) (- x x)) (> (- x x) x)),(define-fun f ((x Int) (y Int)) Int 0),145979
16384,(and (>= y (- (f y x) x)) (>= (- (f y x) x) y)),(define-fun f ((x Int) (y Int)) Int (+ x y)),130416
16385,(and (<= (f x y) x) (<= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),104236
16386,(or (= y (f x y)) (<= (- x x) (f x y))),(define-fun f ((x Int) (y Int)) Int y),97343
16387,(or (< y y) (<= (+ y x) (+ y x))),(define-fun f ((x Int) (y Int)) Int 0),110123
16388,(and (>= (+ x x) y) (> (f y y) y)),unknown,119552
16389,(or (>= (- x x) (f x y)) (>= (- x x) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),117749
16390,(and (>= x (- y (f x y))) (<= x (+ y x))),unknown,92840
16391,(or (< (- (f x y) x) x) (< (- (f x y) x) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* 2 x))),101757
16392,(or (<= y (f x x)) (>= (f x x) (f x x))),(define-fun f ((x Int) (y Int)) Int 0),117951
16393,(and (<= y (f x y)) (<= (f x y) (+ (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int (ite (>= y 1) y 0)),96124
16394,(or (>= (- (f x y) y) (- (- (f x y) y) (- (f x y) y))) (>= (- (f x y) y) (- (- (f x y) y) (- (f x y) y)))),(define-fun f ((x Int) (y Int)) Int y),97617
16395,(and (= (- y x) (- (f x x) y)) (>= (- y x) (- y x))),Timeout,163468
16396,(or (>= (+ y x) (+ y x)) (>= (+ y x) (+ y x))),(define-fun f ((x Int) (y Int)) Int 0),90047
16397,(or (> x y) (> (- y y) y)),unknown,90866
16398,(or (= x (- y (f x x))) (= x (- y (f x x)))),Timeout,161293
16399,(or (< y y) (< y y)),unknown,99264
16400,(and (>= (- y x) y) (<= x (f x y))),unknown,133691
16401,(or (= y (+ x (- (f y y) x))) (= y (+ x (- (f y y) x)))),(define-fun f ((x Int) (y Int)) Int x),96904
16402,(and (> x y) (= x (+ x y))),unknown,114787
16403,(and (> y (- (f y x) x)) (> y (- (f y x) x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x y)),95297
16404,(and (>= (f y y) y) (>= (f y y) (- (+ y x) (f y y)))),unknown,97959
16405,(and (< (+ y x) y) (< (+ (f x x) y) x)),unknown,106777
16406,(and (= y x) (>= (- y x) (f y y))),unknown,109404
16407,(and (<= (f x x) x) (>= (f x x) (+ x y))),unknown,96566
16408,(and (< x x) (<= x (- (f x y) y))),unknown,121660
16409,(and (> (+ x (f x y)) y) (> (+ x (f x y)) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 (* (- 1) x) y)),123608
16410,(or (> (+ (f y x) y) (f y x)) (<= (+ (f y x) y) y)),(define-fun f ((x Int) (y Int)) Int 0),103281
16411,(and (> x (+ y x)) (> x (+ y x))),unknown,96565
16412,(and (>= (- (f y y) x) (f y y)) (>= (- (f y y) x) (f y y))),unknown,108604
16413,(or (> y (- y (f x y))) (> (f x y) y)),(define-fun f ((x Int) (y Int)) Int 1),112321
16414,(and (>= (f y y) y) (>= (f y y) y)),(define-fun f ((x Int) (y Int)) Int x),103151
16415,(or (= y (f x y)) (> (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),123989
16416,(and (> (f y x) y) (< y y)),unknown,104464
16417,(or (= y (+ x (f x x))) (= y (+ x (f x x)))),Timeout,160294
16418,(or (>= x (f x x)) (>= x (f x x))),(define-fun f ((x Int) (y Int)) Int x),111025
16419,(or (>= (f x x) x) (>= (- y x) x)),(define-fun f ((x Int) (y Int)) Int x),110096
16420,(or (< y (- (f y x) (f y x))) (> x x)),unknown,113582
16421,(and (< (f y x) x) (> x y)),unknown,108054
16422,(and (= (+ y y) y) (< (f y y) (+ y y))),unknown,114430
16423,(or (<= (f x x) (f x x)) (> (+ y (- (f x x) x)) x)),(define-fun f ((x Int) (y Int)) Int 0),108859
16424,(and (<= y (f y y)) (> x y)),unknown,94096
16425,(and (<= (f y y) (- x y)) (<= (f y y) (- x y))),unknown,103009
16426,(and (<= x (f x x)) (<= x (f x x))),(define-fun f ((x Int) (y Int)) Int x),112747
16427,(and (= (- (+ x (f y x)) (f y x)) x) (<= (f y x) x)),(define-fun f ((x Int) (y Int)) Int y),110229
16428,(and (= (+ x x) (- x (+ x x))) (< (+ x x) (+ x x))),unknown,101770
16429,(or (< y (f y y)) (< y (f y y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),86791
16430,(or (= (- y x) (f y x)) (< (- y x) y)),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),92895
16431,(and (< (+ y y) x) (< (+ y y) x)),unknown,92677
16432,(or (<= y y) (> (f y y) y)),(define-fun f ((x Int) (y Int)) Int 0),92139
16433,(or (< x (f x x)) (< x (f x x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),90387
16434,(or (< (+ (f y y) y) (+ x y)) (< (+ (f y y) y) (+ x y))),unknown,106544
16435,(and (<= (- (+ (f x x) y) x) x) (<= y y)),unknown,97258
16436,(or (= y (+ (f x x) (- (f x x) (f x x)))) (= y (+ (f x x) (- (f x x) (f x x))))),unknown,176148
16437,(or (< (f y y) y) (>= (f y y) (+ (- (f y y) y) (f y y)))),(define-fun f ((x Int) (y Int)) Int x),140800
16438,(or (<= x (+ (f x x) (f x x))) (<= x (+ (f x x) (f x x)))),(define-fun f ((x Int) (y Int)) Int (ite (and (= x y) (>= (+ y (* (- 2) (div y 2))) 1)) (div (+ 1 y) 2) (div x 2))),102787
16439,(or (< (f x y) y) (<= y x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),104396
16440,(or (< (+ y y) (f y y)) (> (f y y) (+ y y))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* 2 x))),88857
16441,(and (<= y x) (<= y x)),unknown,94041
16442,(and (= y (+ y y)) (< y (+ y y))),unknown,116854
16443,(and (> (f x x) (- x (f x x))) (> (f x x) (- x (f x x)))),(define-fun f ((x Int) (y Int)) Int (ite (and (= x y) (>= (+ y (* (- 2) (div (+ 1 y) 2))) 0)) (div (+ 2 y) 2) (div (+ 1 x) 2))),118436
16444,(and (<= (f x y) x) (>= (+ y x) (- x y))),unknown,103648
16445,(and (>= y (f x x)) (> x y)),unknown,99828
16446,(and (>= (- y y) y) (>= (f x x) x)),unknown,102541
16447,(or (= (+ x y) y) (= (+ x y) y)),unknown,124320
16448,(and (< (f x y) (+ x x)) (< (f x y) (+ x x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* 2 x))),93833
16449,(or (>= y (+ x y)) (> (f y y) (f y y))),unknown,101752
16450,(and (<= (f y x) (- x (f y x))) (< x (- x (f y x)))),(define-fun f ((x Int) (y Int)) Int (ite (>= y (- 2)) (- 1) (div y 2))),112896
16451,(or (> (f y x) x) (= (- x (f y x)) x)),(define-fun f ((x Int) (y Int)) Int (ite (>= y (- 1)) (+ 1 y) (- 1))),98641
16452,(or (<= y x) (<= x x)),(define-fun f ((x Int) (y Int)) Int 0),96226
16453,(and (= (+ (f x x) x) (f x x)) (< x (f x x))),unknown,106301
16454,(or (= (f x y) (+ x x)) (> x (f x y))),(define-fun f ((x Int) (y Int)) Int (* 2 x)),109581
16455,(and (<= (f y y) x) (< (f y y) (f y y))),unknown,108258
16456,(and (= y y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),113103
16457,(and (> (f y y) y) (< (+ (f y y) x) x)),unknown,110812
16458,(and (= y x) (= y x)),unknown,99136
16459,(or (< x (+ (f y x) y)) (< x (+ (f y x) y))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* (- 1) x) y)),95342
16460,(and (< x y) (= x (f x x))),unknown,92173
16461,(and (>= (- y y) (f x x)) (<= (- y y) (f x x))),(define-fun f ((x Int) (y Int)) Int 0),96389
16462,(and (> (f x y) (f x y)) (> y (f x y))),unknown,92232
16463,(and (<= y (+ (+ x y) x)) (<= y (+ (+ x y) x))),unknown,110578
16464,(or (<= y (f x y)) (>= y y)),(define-fun f ((x Int) (y Int)) Int 0),101926
16465,(and (> y (f x y)) (< (+ (f x y) x) (f x y))),unknown,105331
16466,(and (> (- y y) x) (<= x x)),unknown,98963
16467,(or (<= (- x y) x) (> (f x x) (- x y))),unknown,91197
16468,(or (> x y) (<= (+ x (f x y)) (f x y))),unknown,95389
16469,(and (<= y (f x x)) (<= y (f x x))),unknown,87243
16470,(and (>= y (- y (f y y))) (= (- y (f y y)) (- y (f y y)))),(define-fun f ((x Int) (y Int)) Int 0),92657
16471,(and (= (f y y) y) (<= x y)),unknown,87828
16472,(or (<= x y) (> (- y x) x)),unknown,105516
16473,(and (< x (- x (f x y))) (>= (- x (f x y)) (+ (f x y) (- x (f x y))))),(define-fun f ((x Int) (y Int)) Int (- 1)),102467
16474,(and (= (- y (f x x)) x) (> y (- y (f x x)))),unknown,103248
16475,(and (<= (+ y y) x) (= (f x y) (- (+ y y) (+ y y)))),unknown,106287
16476,(or (> y y) (> y y)),unknown,90406
16477,(or (= (+ y y) y) (> x (+ y y))),unknown,142581
16478,(or (>= x (f y y)) (>= x (f y y))),unknown,128541
16479,(or (>= (+ (f y x) y) (f y x)) (>= (+ (f y x) y) (f y x))),unknown,104963
16480,(and (<= (+ (f x x) x) (f x x)) (<= (+ (f x x) x) (f x x))),unknown,122226
16481,(or (> y y) (> (- (f y y) (f y y)) (f y y))),(define-fun f ((x Int) (y Int)) Int (- 1)),106142
16482,(or (>= (+ (f y y) (f y y)) (- y (f y y))) (<= x y)),(define-fun f ((x Int) (y Int)) Int (ite (and (= x y) (>= (+ y (* (- 3) (div y 3))) 1)) (div (+ 2 y) 3) (div x 3))),120208
16483,(and (< (- (f y x) x) (- (f y x) x)) (> (- (f y x) x) y)),unknown,92964
16484,(and (> (+ y (f y y)) (f y y)) (> y y)),unknown,99599
16485,(and (= (f x x) (f x x)) (= (f x x) (f x x))),(define-fun f ((x Int) (y Int)) Int 0),100523
16486,(and (= (f x x) (- x x)) (> y (- y y))),unknown,109095
16487,(and (<= (- x (f x x)) (- (f x x) y)) (> x y)),unknown,103884
16488,(and (<= (- (f y y) (- y y)) (- (f y y) (- y y))) (<= (- (f y y) (- y y)) (- (f y y) (- y y)))),(define-fun f ((x Int) (y Int)) Int 0),102992
16489,(or (>= (f y y) (- x x)) (>= (f y y) (- x x))),(define-fun f ((x Int) (y Int)) Int 0),119374
16490,(and (> x y) (> x y)),unknown,93578
16491,(or (>= (f x y) x) (>= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),195539
16492,(or (>= (- (f y y) x) (+ (f y y) (f y y))) (> (f y y) (+ (f y y) (f y y)))),(define-fun f ((x Int) (y Int)) Int (- 1)),102295
16493,(and (> (- y (- (f y y) x)) y) (> (- y (- (f y y) x)) y)),unknown,108236
16494,(and (>= y x) (>= y x)),unknown,107681
16495,(or (<= x y) (<= x (f x x))),(define-fun f ((x Int) (y Int)) Int x),117239
16496,(or (<= (f y y) y) (<= (f y y) y)),(define-fun f ((x Int) (y Int)) Int x),120564
16497,(and (> (+ x y) (+ x y)) (> y (f y y))),unknown,113626
16498,(and (= (f x y) y) (= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),101884
16499,(or (> (+ (f y x) (f y x)) (f y x)) (= (- y (+ (f y x) (f y x))) y)),(define-fun f ((x Int) (y Int)) Int 1),113172
16500,(and (>= y (- y x)) (>= y (- y x))),unknown,109441
16501,(and (= y (f y x)) (> y (+ (f y x) y))),unknown,108344
16502,(or (> (- y (+ y x)) (+ y x)) (<= (+ y x) y)),unknown,92899
16503,(or (>= x (f x y)) (< y (- x (f x y)))),(define-fun f ((x Int) (y Int)) Int x),99117
16504,(or (<= (f y y) y) (>= (+ (- y y) (- y y)) (- y y))),(define-fun f ((x Int) (y Int)) Int 0),109507
16505,(and (>= (- (f x x) y) y) (>= (- (f x x) y) y)),Timeout,163174
16506,(or (>= (+ y (f x y)) y) (>= (+ y (f x y)) y)),(define-fun f ((x Int) (y Int)) Int 0),99792
16507,(or (= x x) (>= y y)),(define-fun f ((x Int) (y Int)) Int 0),103058
16508,(or (<= (- x x) x) (<= x y)),unknown,95934
16509,(or (< (f x x) (f x x)) (> y (f x x))),unknown,87938
16510,(or (>= x y) (>= x y)),unknown,94037
16511,(or (< (f y x) x) (< (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),99120
16512,(and (>= (+ (f y y) (+ (f y y) (f y y))) y) (>= (+ (f y y) (+ (f y y) (f y y))) y)),(define-fun f ((x Int) (y Int)) Int (ite (and (= x y) (>= (+ y (* (- 3) (div y 3))) 1)) (div (+ 2 y) 3) (div x 3))),100548
16513,(and (>= (- (f y y) y) x) (< (f y y) (- (f y y) (f y y)))),unknown,98261
16514,(or (> (+ x x) y) (> (+ x x) y)),unknown,91474
16515,(or (= (+ x (f x x)) y) (>= x x)),(define-fun f ((x Int) (y Int)) Int 0),101331
16516,(or (> y y) (>= (- y (f x x)) (f x x))),unknown,91217
16517,(and (>= x (+ x (f x y))) (> (f x y) y)),unknown,93530
16518,(or (<= y (+ (f x x) (f x x))) (<= y (+ (f x x) (f x x)))),unknown,107131
16519,(and (> x (+ (f x y) (f x y))) (> (f x y) (f x y))),unknown,98715
16520,(and (> (f y x) y) (> (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),109359
16521,(and (= y (f x x)) (>= (+ x y) (f x x))),unknown,130515
16522,(or (> (+ (f x x) (- y (f x x))) y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),101922
16523,(or (>= (f x y) x) (= (f x y) y)),(define-fun f ((x Int) (y Int)) Int x),122570
16524,(and (>= y (f x x)) (>= y (f x x))),unknown,117721
16525,(and (= (+ x (f x y)) y) (= (+ x (f x y)) y)),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),93818
16526,(and (> (+ (f y x) x) y) (>= y (+ (f y x) x))),unknown,95885
16527,(or (> (+ y (f y y)) x) (> (+ y (f y y)) x)),unknown,123618
16528,(or (= (f x y) (f x y)) (= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),109956
16529,(and (>= (- y (f y x)) x) (>= (- y (f y x)) x)),Timeout,252227
16530,(or (= (- (+ x y) (f y x)) (+ x y)) (>= y (+ x y))),(define-fun f ((x Int) (y Int)) Int 0),121098
16531,(and (= y x) (>= (f x y) (+ y (f x y)))),unknown,103275
16532,(and (<= x y) (<= x y)),unknown,98388
16533,(or (> (f x y) (- (f x y) (f x y))) (> (f x y) (- (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int 1),99280
16534,(or (< y y) (< y y)),unknown,86150
16535,(or (>= (+ y (- y x)) y) (>= (+ y (- y x)) y)),unknown,106968
16536,(or (> x y) (= (f y x) (+ x x))),(define-fun f ((x Int) (y Int)) Int (* 2 y)),126467
16537,(and (>= x y) (>= x y)),unknown,106423
16538,(and (< (- (f y y) x) y) (<= (- (f y y) x) (- (f y y) x))),unknown,85977
16539,(or (<= (f x y) x) (<= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),86512
16540,(and (> (f x x) (+ x y)) (> y (+ x y))),unknown,107595
16541,(or (< (+ y y) (+ y y)) (< (+ y y) y)),unknown,98068
16542,(and (<= (+ (f x x) x) (f x x)) (= (+ (f x x) x) y)),unknown,94739
16543,(or (> x x) (> (f x y) (f x y))),unknown,95007
16544,(and (> x (- (f x y) (- x x))) (>= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),121550
16545,(or (< (+ x (f y y)) y) (< (+ x (f y y)) y)),unknown,125136
16546,(and (= y y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),98676
16547,(or (>= x (f y x)) (>= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),116451
16548,(or (> x (+ y y)) (> (f x x) (+ y y))),Timeout,154116
16549,(and (> x x) (= x (f x y))),unknown,104024
16550,(or (>= y (f x x)) (<= (+ (f x x) (f x x)) (- (f x x) x))),(define-fun f ((x Int) (y Int)) Int (* (- 1) x)),107701
16551,(or (= (+ x (f x x)) x) (= (+ x (f x x)) x)),(define-fun f ((x Int) (y Int)) Int 0),115788
16552,(or (>= (+ x x) (+ x x)) (< y (f y x))),(define-fun f ((x Int) (y Int)) Int 0),89517
16553,(and (< y y) (> (+ x (f y x)) (+ x (f y x)))),unknown,92246
16554,(or (<= x (f x x)) (< (f x x) (f x x))),(define-fun f ((x Int) (y Int)) Int x),86726
16555,(or (< (- x x) (- x x)) (< y x)),unknown,95773
16556,(and (> (f y x) x) (> (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),91646
16557,(and (<= (- (f y y) x) (- (f y y) x)) (= (- (f y y) x) y)),unknown,112273
16558,(and (>= x (f x x)) (>= x (f x x))),(define-fun f ((x Int) (y Int)) Int x),97784
16559,(and (< x x) (> (- y (f y y)) (f y y))),unknown,108574
16560,(or (> (+ x x) (+ x x)) (> (+ x y) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x y)),113910
16561,(and (> (+ y y) (- (+ y y) x)) (> (+ y y) (- (+ y y) x))),unknown,105995
16562,(or (< x (+ (f y x) (f y x))) (< x (+ (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (+ 1 y))) (let ((_let_1 (div _let_0 2))) (ite (>= (+ y (* (- 2) _let_1)) 0) (div (+ 2 y) 2) _let_1)))),105395
16563,(or (<= (- y (f x y)) (f x y)) (>= y (f x y))),(define-fun f ((x Int) (y Int)) Int (- 1)),88190
16564,(and (>= (+ y x) (+ y x)) (> x x)),unknown,96565
16565,(and (> (- (- x x) y) y) (= x (- x x))),unknown,105695
16566,(or (< (f y x) y) (< (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),105915
16567,(or (= y (f x x)) (<= x (f x x))),(define-fun f ((x Int) (y Int)) Int x),104000
16568,(and (= (- x x) x) (= x (f y y))),unknown,99768
16569,(or (<= x y) (= (f x x) x)),(define-fun f ((x Int) (y Int)) Int x),97334
16570,(and (<= (f x x) x) (<= (f x x) x)),(define-fun f ((x Int) (y Int)) Int x),99720
16571,(and (> y y) (> y y)),unknown,83046
16572,(and (= x y) (= x y)),unknown,109383
16573,(and (> (f y x) y) (> (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),87244
16574,(or (< y y) (< y y)),unknown,104192
16575,(or (>= x (- x (f x x))) (>= x (- x (f x x)))),(define-fun f ((x Int) (y Int)) Int 0),113419
16576,(or (< y y) (< y y)),unknown,97598
16577,(and (<= y x) (<= y x)),unknown,91115
16578,(and (>= (- y x) x) (>= (- y x) x)),unknown,89317
16579,(and (< (f x x) y) (< (f x x) y)),unknown,88355
16580,(and (< (+ (f x y) x) (+ x x)) (< (+ (f x y) x) y)),(define-fun f ((x Int) (y Int)) Int (ite (>= (+ (* 2 x) (* (- 1) y)) 0) (+ (- 1) (* (- 1) x) y) (+ (- 1) x))),124379
16581,(and (= (f x x) (- y x)) (= (f x x) (- y x))),Timeout,166396
16582,(and (>= (+ (f y y) y) x) (<= (f y y) (f y y))),unknown,96745
16583,(and (> y x) (>= x x)),unknown,93551
16584,(and (= (f x x) (- (+ (f x x) y) x)) (< (+ (f x x) y) (f x x))),unknown,99896
16585,(or (> x y) (<= (- x (- x y)) x)),unknown,154669
16586,(or (<= (+ (- (f y x) (f y x)) x) y) (<= (+ (- (f y x) (f y x)) x) y)),unknown,109978
16587,(and (> y x) (> y x)),unknown,107644
16588,(and (> (f y x) (- y (f y x))) (> (f y x) (- y (f y x)))),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (+ 1 x))) (let ((_let_1 (div _let_0 2))) (ite (>= (+ x (* (- 2) _let_1)) 0) (div (+ 2 x) 2) _let_1)))),117378
16589,(and (> (- (f y y) (f y y)) x) (>= x y)),unknown,104524
16590,(or (> y x) (<= (- y y) (- y y))),(define-fun f ((x Int) (y Int)) Int 0),90208
16591,(and (>= (f x y) x) (= x y)),unknown,126209
16592,(or (>= y (f y y)) (>= y (f y y))),(define-fun f ((x Int) (y Int)) Int x),110229
16593,(and (<= x (f y x)) (<= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),103876
16594,(and (< y x) (< y x)),unknown,85807
16595,(and (> x (f x y)) (> x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),87050
16596,(or (> (- (f y x) y) x) (= y x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x y)),177123
16597,(or (= (f y x) y) (>= (f y x) (+ x x))),(define-fun f ((x Int) (y Int)) Int (* 2 y)),98728
16598,(and (= y (f x y)) (> x x)),unknown,98758
16599,(or (> y y) (> y y)),unknown,89176
16600,(and (= (f y x) (- x (f y x))) (= (f y x) (- x (f y x)))),unknown,111398
16601,(and (<= (f y y) (- y x)) (<= (f y y) (- y x))),unknown,96987
16602,(or (> (f x x) x) (> y y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),109510
16603,(or (>= y (+ (f y y) y)) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),137582
