S No., Constraints, Programs, Exec. Time
3099,(and (= (+ (f y x) y) x) (= (+ (f y x) y) x)),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),68200
3100,(and (> y (f x y)) (= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),64514
3101,(or (> y (f y x)) (> y (f y x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),76253
3102,(or (<= (f y x) (- (f x y) (f x y))) (<= (f y x) (- (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),73163
3103,(and (= (f y x) (+ (f y x) (f y x))) (= (f y x) (+ (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),62650
3104,(and (< (f y x) (- y (f x y))) (<= (- x (f x y)) (- y (f x y)))),unknown,67029
3105,(and (< (+ (- (f x y) y) (f y x)) (f x y)) (> (- (f x y) y) (f x y))),unknown,71616
3106,(and (<= (+ (+ y (f x y)) y) (+ y (f x y))) (<= (+ (+ y (f x y)) y) (+ y (f x y)))),unknown,75037
3107,(or (< x (f x y)) (= (f y x) (- (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),84878
3108,(and (< (f x y) (f x y)) (< (f x y) (f x y))),unknown,99785
3109,(and (< (- (f x y) (f y x)) y) (< (- (f x y) (f y x)) (f y x))),unknown,63710
3110,(or (> y (f x y)) (> y (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),62561
3111,(or (>= (f y x) y) (> y x)),(define-fun f ((x Int) (y Int)) Int x),69139
3112,(or (< x y) (< y (- (f y x) (f x y)))),unknown,65813
3113,(and (>= (+ y y) (f x y)) (< y (f y x))),unknown,79122
3114,(or (>= (- (f y x) x) (- (f y x) (f y x))) (>= (- (f y x) x) (- (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int y),70890
3115,(or (<= (+ x x) x) (<= (+ x x) x)),unknown,66203
3116,(and (< (+ y x) y) (>= x (f x y))),unknown,67387
3117,(or (<= (- (f x y) (f x y)) (f x y)) (<= (- (f x y) (f x y)) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),63867
3118,(and (<= (+ (f x y) (- y y)) (f x y)) (<= (+ (f x y) (- y y)) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),63420
3119,(or (> (+ (f x y) (f x y)) x) (> (+ (f x y) (f x y)) x)),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (+ 1 x))) (let ((_let_1 (div _let_0 2))) (ite (>= (+ x (* (- 2) _let_1)) 0) (div (+ 2 x) 2) _let_1)))),75079
3120,(and (>= (f y x) x) (= (f y x) x)),(define-fun f ((x Int) (y Int)) Int y),70075
3121,(or (> (f y x) (f y x)) (<= (+ (f y x) (+ y x)) x)),(define-fun f ((x Int) (y Int)) Int (* (- 1) x)),88413
3122,(or (< x (+ y x)) (<= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),68491
3123,(and (= (- (f y x) y) x) (< y (f x y))),unknown,65998
3124,(and (<= (f y x) (f x y)) (<= y y)),(define-fun f ((x Int) (y Int)) Int 1),86104
3125,(and (> y (f y x)) (< (- (f x y) (- y x)) (f y x))),unknown,63696
3126,(and (>= (- (f y x) (f x y)) (f y x)) (< (f y x) (+ x x))),(define-fun f ((x Int) (y Int)) Int (ite (>= y 1) 0 (+ (- 1) (* 2 y)))),70400
3127,(and (>= x y) (>= x y)),unknown,69110
3128,(and (> x y) (= y y)),unknown,70196
3129,(or (= (+ (f x y) (f y x)) (+ (f x y) (f y x))) (= (+ (f x y) (f y x)) (+ (f x y) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),63756
3130,(or (< y x) (< y x)),unknown,84501
3131,(or (= (f y x) (+ (f x y) x)) (= (f y x) (+ (f x y) x))),unknown,72046
3132,(or (= y (f y x)) (<= (+ (f x y) (f y x)) y)),(define-fun f ((x Int) (y Int)) Int x),66557
3133,(and (> (f x y) y) (= (+ (f y x) (f x y)) (f x y))),unknown,72956
3134,(and (< (f x y) (f x y)) (< (f x y) (f x y))),unknown,65026
3135,(and (< (- (f x y) (f x y)) y) (< (- (f x y) (f x y)) y)),unknown,69443
3136,(and (> (f x y) (f y x)) (>= (+ y (f y x)) (+ y (f y x)))),unknown,80043
3137,(or (<= x y) (<= x (- (f y x) x))),(define-fun f ((x Int) (y Int)) Int (* 2 y)),77598
3138,(and (<= x x) (<= x x)),(define-fun f ((x Int) (y Int)) Int 0),72709
3139,(and (> (f y x) (+ y y)) (>= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* 2 x))),65813
3140,(or (> (- (f y x) y) y) (> (- (f y x) y) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 (* 2 x))),88083
3141,(and (> x (f y x)) (< (+ x x) (+ x x))),unknown,64968
3142,(and (< y x) (< y x)),unknown,63174
3143,(or (= y y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),66121
3144,(and (> x x) (> x x)),unknown,61385
3145,(and (>= (f x y) (f y x)) (< x (f y x))),Timeout,133859
3146,(or (<= (f x y) (+ (f x y) (f x y))) (<= (f x y) (+ (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),71012
3147,(or (> (+ (f y x) (f y x)) (f y x)) (> (+ (f y x) (f y x)) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),102353
3148,(and (>= (+ x x) y) (>= (+ x x) y)),unknown,66022
3149,(and (< y (f x y)) (<= (f y x) y)),unknown,65224
3150,(or (= (f x y) x) (= x y)),(define-fun f ((x Int) (y Int)) Int x),64468
3151,(or (>= (f y x) (- y (f x y))) (>= (f y x) (- y (f x y)))),Timeout,139136
3152,(and (> y (f x y)) (< x (- (f x y) y))),unknown,70386
3153,(and (= (f y x) (f y x)) (< (- x (f y x)) x)),(define-fun f ((x Int) (y Int)) Int 1),73103
3154,(and (<= (+ (f y x) (f y x)) y) (<= (+ (f x y) (f x y)) (f y x))),Timeout,132567
3155,(and (> (f x y) (f x y)) (> (f x y) (f x y))),unknown,63072
3156,(and (> (- x y) y) (= (f y x) (f y x))),unknown,74982
3157,(and (<= (f x y) y) (= (- (f y x) (f y x)) (- x x))),(define-fun f ((x Int) (y Int)) Int y),69321
3158,(and (>= y x) (< (f x y) x)),unknown,75163
3159,(or (>= y y) (= (+ y x) (+ y x))),(define-fun f ((x Int) (y Int)) Int 0),70397
3160,(and (= (f x y) x) (= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),57304
3161,(or (>= x (+ (f y x) y)) (< (f y x) (+ (f y x) y))),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),70690
3162,(and (<= x (f y x)) (<= (- x x) x)),unknown,70687
3163,(and (>= (+ y x) (+ y x)) (>= (+ y x) (+ y x))),(define-fun f ((x Int) (y Int)) Int 0),70006
3164,(or (> x (f y x)) (<= (f x y) (- x (f x y)))),(define-fun f ((x Int) (y Int)) Int (- y 1)),119163
3165,(and (<= y (f y x)) (<= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),76805
3166,(or (> (+ (f y x) y) x) (> (+ (f y x) y) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 (* (- 1) x) y)),78732
3167,(or (> x x) (>= x x)),(define-fun f ((x Int) (y Int)) Int 0),75524
3168,(or (< (- x y) (f x y)) (< (- x y) (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x (* (- 1) y))),75783
3169,(and (<= y y) (<= y y)),(define-fun f ((x Int) (y Int)) Int 0),59768
3170,(and (<= x (f y x)) (<= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),67541
3171,(and (>= (f y x) (- (+ x (f x y)) (f y x))) (>= (f y x) (- (+ x (f x y)) (f y x)))),Timeout,131846
3172,(and (= (f y x) (- (f x y) y)) (= (f y x) (- (f x y) y))),unknown,74989
3173,(or (>= (- (- (f y x) x) y) y) (< (f x y) y)),(define-fun f ((x Int) (y Int)) Int (- y 1)),128175
3174,(and (> (f x y) (+ y y)) (= (+ (f y x) (f y x)) (f x y))),unknown,122035
3175,(or (< y (+ (f y x) (f x y))) (< y (+ (f y x) (f x y)))),Timeout,143490
3176,(and (<= y (f y x)) (< x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),75003
3177,(and (= (+ x y) (f y x)) (<= x y)),unknown,64524
3178,(and (= (f x y) (f x y)) (= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),60595
3179,(and (>= (+ y (f x y)) (f y x)) (>= (+ y (f x y)) (f y x))),unknown,86575
3180,(or (>= (+ (- x (f y x)) x) (- x (f y x))) (>= (+ (- x (f y x)) x) (- x (f y x)))),unknown,65065
3181,(or (< x (f x y)) (< x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),69682
3182,(or (>= x (f y x)) (>= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),72159
3183,(and (> (f x y) x) (> (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),75405
3184,(and (= y x) (= y x)),unknown,65301
3185,(and (< y x) (>= (- y (f y x)) (+ x (f y x)))),unknown,68019
3186,(and (<= (f y x) y) (>= (+ (f y x) (f x y)) (- x (f y x)))),Timeout,136646
3187,(or (<= x (f y x)) (= x y)),(define-fun f ((x Int) (y Int)) Int y),67854
3188,(and (> (+ x (f x y)) (f x y)) (< (f y x) x)),unknown,67153
3189,(and (= x y) (<= x (+ (f y x) (f x y)))),unknown,70793
3190,(and (>= (+ (f y x) (f y x)) (f x y)) (>= (+ (f y x) (f y x)) (f x y))),(define-fun f ((x Int) (y Int)) Int 1),73741
3191,(and (> (f x y) (- x (f y x))) (= x x)),Timeout,135063
3192,(and (= (f y x) (+ y (f y x))) (= (f y x) (+ y (f y x)))),unknown,66613
3193,(or (>= (- x (f x y)) x) (<= (f x y) (- x (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),64600
3194,(and (= (f y x) x) (< (f y x) (- y (f y x)))),unknown,74784
3195,(or (>= x (f y x)) (>= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),64073
3196,(and (= y (f x y)) (= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),78521
3197,(or (>= y (- x (f x y))) (>= y (- x (f x y)))),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),65448
3198,(and (>= (+ x x) (+ x (f y x))) (>= (+ x x) (+ x (f y x)))),(define-fun f ((x Int) (y Int)) Int y),74114
3199,(or (<= y y) (> (f y x) (- (f y x) y))),(define-fun f ((x Int) (y Int)) Int 0),65839
3200,(or (>= (- (f y x) x) (- (f y x) x)) (>= (- (f y x) x) (- (f y x) x))),(define-fun f ((x Int) (y Int)) Int 0),75957
3201,(and (<= (f x y) x) (>= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int x),68138
3202,(or (> (f x y) x) (> (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),62528
3203,(and (> (- (f x y) (f x y)) (f x y)) (> (- (f x y) (f x y)) (f x y))),(define-fun f ((x Int) (y Int)) Int (- 1)),65255
3204,(or (>= (f y x) (f y x)) (> (f y x) (+ (f y x) (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),72318
3205,(or (<= x (- (f y x) (f y x))) (>= y (- (f y x) (f y x)))),unknown,63820
3206,(or (= (- x (f y x)) y) (= x x)),(define-fun f ((x Int) (y Int)) Int 0),74053
3207,(and (>= (- (f y x) y) (- (f y x) y)) (>= (- (f y x) y) (- (f y x) y))),(define-fun f ((x Int) (y Int)) Int 0),74605
3208,(and (<= x (f x y)) (<= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),76149
3209,(and (= (f y x) (- y x)) (< (- y x) (- (- y x) y))),unknown,80972
3210,(or (= (f y x) x) (= (f y x) x)),(define-fun f ((x Int) (y Int)) Int y),79213
3211,(or (= x (f y x)) (<= (+ (f y x) (+ x x)) x)),(define-fun f ((x Int) (y Int)) Int (* (- 1) y)),67144
3212,(and (< (+ x x) x) (< (+ x x) x)),unknown,63531
3213,(and (= (+ (f y x) y) (+ (f y x) y)) (= (+ (f y x) y) (+ (f y x) y))),(define-fun f ((x Int) (y Int)) Int 0),62794
3214,(or (= (- y (f y x)) (f x y)) (= (- y (f y x)) (f x y))),unknown,84645
3215,(or (>= (+ (f y x) y) x) (>= (+ (f y x) y) x)),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),70454
3216,(and (>= (f x y) (+ (f y x) x)) (<= y x)),unknown,144552
3217,(or (= (+ x x) (+ x x)) (= (+ x x) (+ x x))),(define-fun f ((x Int) (y Int)) Int 0),108566
3218,(or (> (f x y) (+ y x)) (> (f x y) (+ y x))),Timeout,382103
3219,(or (= (f y x) y) (= (f y x) y)),Timeout,246745
3220,(or (<= y (f y x)) (> (- (- x y) y) y)),Timeout,266729
3221,(or (>= (+ (- x y) x) y) (< (f y x) x)),Timeout,253817
3222,(and (>= (f x y) y) (>= (f x y) y)),Timeout,250827
3223,(or (= (f y x) (+ y (- (f y x) x))) (= (f y x) (+ y (- (f y x) x)))),Timeout,223866
3224,(or (> (f y x) (f y x)) (> (f y x) (f y x))),Timeout,244430
3225,(or (= (f x y) y) (= (f x y) y)),Timeout,235793
3226,(or (< (+ y x) (+ y x)) (< (+ y x) (+ y x))),Timeout,220260
3227,(and (> (f y x) (f x y)) (< (f y x) (f y x))),Timeout,239054
3228,(or (<= x y) (<= x y)),Timeout,215577
3229,(or (<= (f x y) x) (>= (f y x) (- (f x y) y))),Timeout,226417
3230,(or (>= y y) (>= y y)),Timeout,218850
3231,(or (= (- (f x y) (f y x)) x) (= (- (f x y) (f y x)) x)),Timeout,215095
3232,(or (< (f y x) (+ x (f x y))) (> x y)),Timeout,222743
3233,(or (>= (+ y (f x y)) y) (<= (f y x) y)),Timeout,222670
3234,(and (> (f x y) x) (> (f x y) x)),Timeout,221795
3235,(or (>= (- (f y x) (f x y)) (- (f y x) (f x y))) (>= (- (f y x) (f x y)) (- (f y x) (f x y)))),Timeout,236733
3236,(and (<= (+ x x) (+ x x)) (> (+ x x) y)),Timeout,215133
3237,(and (<= y x) (= x y)),Timeout,288842
3238,(or (< (f y x) x) (> y (f y x))),Timeout,382914
3239,(or (= (+ x (f x y)) (f y x)) (= (+ x (f x y)) (f y x))),Timeout,305799
3240,(and (= (+ x y) (f y x)) (= (+ x y) (f y x))),Timeout,262745
3241,(or (>= x y) (<= (f x y) (f y x))),Timeout,424040
3242,(and (< y y) (< x (f x y))),Timeout,369619
3243,(and (>= (- x (f y x)) (f y x)) (> x x)),Timeout,262219
3244,(and (> x y) (>= (f y x) x)),Timeout,232102
3245,(and (<= (+ x y) x) (<= (f x y) y)),Timeout,279807
3246,(or (<= (f x y) (f x y)) (< (f x y) (f y x))),Timeout,247649
3247,(and (= (f x y) y) (= (f x y) y)),Timeout,247574
3248,(or (> (+ y x) (+ y x)) (> (+ y x) (+ y x))),Timeout,250196
3249,(and (> (f y x) x) (> (f y x) x)),Timeout,280999
3250,(and (<= y (+ y x)) (<= y (+ y x))),Timeout,251641
3251,(or (= (f y x) (f x y)) (<= (- x y) (f x y))),Timeout,360023
3252,(or (= (+ x x) y) (= (+ x x) y)),Timeout,241955
3253,(or (> x (f x y)) (> x (f x y))),Timeout,229383
3254,(or (= x (f y x)) (= x (f y x))),Timeout,255108
3255,(or (<= (f y x) y) (<= (f y x) y)),Timeout,233360
3256,(or (<= (- x (f y x)) (- x (f y x))) (<= x (f x y))),Timeout,229545
3257,(or (> (f x y) (f x y)) (> (f x y) (f x y))),Timeout,222093
3258,(and (< (- (f y x) y) (f y x)) (> y (f y x))),Timeout,265227
3259,(and (> (- x (f y x)) x) (> (- x (f y x)) x)),Timeout,264771
3260,(and (= x (- (f x y) (+ y y))) (> (f y x) (+ y y))),Timeout,235297
3261,(and (> (+ (f x y) y) (f y x)) (< (f x y) y)),Timeout,251160
3262,(and (< (f y x) (- (f x y) y)) (< (f y x) (- (f x y) y))),Timeout,262711
3263,(or (< (f x y) (f x y)) (< (+ (f x y) (f x y)) (+ (f x y) (f x y)))),Timeout,241031
3264,(and (>= (f y x) (+ (- y x) (f x y))) (>= (f y x) (+ (- y x) (f x y)))),Timeout,222636
3265,(or (>= y x) (>= y x)),Timeout,226635
3266,(or (<= y (f y x)) (<= y (f y x))),Timeout,226167
3267,(and (> x (f x y)) (> x (f x y))),Timeout,236436
3268,(or (> y (f x y)) (> y (f x y))),Timeout,226281
3269,(and (<= (+ y (f y x)) y) (>= (f x y) (f x y))),Timeout,215625
3270,(or (> (+ x (f y x)) (+ x (f y x))) (> (+ x (f y x)) (+ x (f y x)))),Timeout,222633
3271,(or (< (f y x) (f x y)) (>= (f x y) x)),Timeout,235361
3272,(or (> (+ (f x y) (f x y)) (f y x)) (>= (+ (f x y) (f x y)) x)),Timeout,311310
3273,(and (<= x y) (> (f y x) (f x y))),Timeout,224277
3274,(and (< y (- x x)) (>= (f y x) (+ y (f y x)))),Timeout,228841
3275,(and (< y y) (< (f x y) (- y y))),Timeout,215938
3276,(or (< (- (f x y) y) (+ (f y x) (f x y))) (>= x (f y x))),Timeout,228110
3277,(or (= (f x y) (f y x)) (= (f x y) (f y x))),Timeout,213845
3278,(and (> (+ y (f x y)) (f y x)) (< (- y (f y x)) y)),Timeout,226092
3279,(or (>= (+ y y) (f x y)) (< (f y x) x)),Timeout,225186
3280,(or (< x x) (> (- (f x y) (f x y)) (f x y))),Timeout,238846
3281,(and (> (+ y y) (+ (f y x) (f x y))) (<= (f y x) y)),Timeout,243842
3282,(or (<= (f y x) (- (f x y) x)) (<= (f y x) (- (f x y) x))),Timeout,229213
3283,(and (>= (f y x) (f x y)) (>= (f y x) (f x y))),Timeout,228241
3284,(and (>= (+ (f x y) (f x y)) (f y x)) (>= (+ (f x y) (f x y)) (f y x))),Timeout,241733
3285,(and (> (f y x) y) (>= (f x y) (f x y))),Timeout,213729
3286,(and (= (f x y) y) (= (f x y) y)),Timeout,244287
3287,(and (> y y) (>= (+ x (f x y)) (f y x))),Timeout,214990
3288,(and (= (f y x) x) (>= y y)),Timeout,236394
3289,(and (> y y) (>= x y)),Timeout,233625
3290,(or (= x (+ (- x (f y x)) (- x (f y x)))) (= y y)),Timeout,223065
3291,(or (< x (f y x)) (= (+ (f y x) x) (f x y))),Timeout,225068
3292,(or (<= (f y x) (f x y)) (>= y (+ x y))),Timeout,218979
3293,(or (<= y (f y x)) (<= y (f y x))),Timeout,303125
3294,(and (= (f y x) (- (f x y) x)) (= y y)),Timeout,237721
3295,(and (<= (f y x) (f y x)) (> (f x y) x)),Timeout,224633
3296,(and (= (f y x) (+ (+ x (f x y)) (+ x (f x y)))) (= (f y x) (+ (+ x (f x y)) (+ x (f x y))))),Timeout,223388
3297,(or (= x (f y x)) (> y y)),Timeout,223692
3298,(and (<= (f y x) (f y x)) (>= (f y x) (f x y))),Timeout,228118
3299,(or (= (f x y) y) (<= (f y x) (f x y))),Timeout,237922
3300,(or (< (- (+ x (f x y)) y) y) (< (- (+ x (f x y)) y) y)),Timeout,223969
3301,(or (= (f x y) (f x y)) (= (f x y) (f x y))),Timeout,235034
3302,(and (= (f x y) y) (= (f x y) y)),Timeout,235466
3303,(or (< (+ x x) (f y x)) (= x y)),Timeout,221259
3304,(and (= (+ (f y x) (f y x)) (+ x x)) (= (+ (f y x) (f y x)) (+ x x))),Timeout,251115
3305,(and (>= x x) (>= x x)),Timeout,230852
3306,(and (< (f x y) y) (>= y y)),Timeout,230820
3307,(and (>= y (f x y)) (>= y (f x y))),Timeout,241781
3308,(and (< y (f y x)) (<= (- x (f x y)) x)),Timeout,247391
3309,(or (>= (f y x) (+ y (f y x))) (>= x (f y x))),Timeout,290558
3310,(and (< (f y x) (+ (f y x) (- (f y x) y))) (>= (f y x) (f x y))),Timeout,236470
3311,(or (> y (f x y)) (> y (f x y))),Timeout,295726
3312,(or (>= (+ (f y x) (f x y)) x) (>= (f x y) x)),Timeout,221085
3313,(and (>= (f x y) (f y x)) (< (f x y) y)),Timeout,220559
3314,(or (< y (f y x)) (< y (f y x))),Timeout,222107
3315,(and (> (f x y) y) (> (f x y) y)),Timeout,343247
3316,(or (= x (+ (+ (f y x) (f y x)) (f y x))) (< (f x y) (f x y))),Timeout,247374
3317,(and (< y (f x y)) (< y (f x y))),Timeout,229329
3318,(or (< x x) (>= y (- (f y x) (f y x)))),Timeout,242499
3319,(or (> y y) (> y y)),Timeout,211047
3320,(or (< (- y (f y x)) y) (<= (- y (f y x)) (f x y))),Timeout,225954
3321,(or (< (+ (f y x) x) (f y x)) (= (+ (f y x) x) (f y x))),Timeout,258875
3322,(or (>= (f y x) (f x y)) (>= x (- (f y x) x))),Timeout,242216
3323,(and (> (f y x) (- y (f y x))) (<= y (f x y))),Timeout,234654
3324,(or (= (- (f x y) (- (f x y) x)) (- (f x y) (- (f x y) x))) (> x y)),Timeout,238317
3325,(or (= y y) (>= y x)),Timeout,226807
3326,(or (<= (f x y) (f x y)) (< (+ y y) (f x y))),Timeout,219608
3327,(or (= (- x x) (f y x)) (< y (f y x))),Timeout,223090
3328,(or (<= (f x y) (+ (f y x) x)) (<= (f x y) (+ (f y x) x))),Timeout,253090
3329,(and (> (- x (- (f y x) x)) x) (> (- x (- (f y x) x)) x)),Timeout,216177
3330,(or (>= x (f x y)) (>= x (f x y))),Timeout,221522
3331,(and (<= x y) (< (f x y) (+ (+ y (f x y)) y))),Timeout,242397
3332,(or (> y (- (f y x) y)) (> y (- (f y x) y))),Timeout,211025
3333,(and (>= y y) (> y y)),Timeout,223018
3334,(or (< (f y x) (f x y)) (>= x (- (f x y) (f x y)))),Timeout,225157
3335,(or (< y (f x y)) (>= x y)),Timeout,226751
3336,(or (= (f y x) x) (<= x x)),Timeout,224975
3337,(or (= (f y x) (- (f x y) y)) (= (f y x) (- (f x y) y))),Timeout,232454
3338,(or (>= (f x y) y) (>= (f x y) y)),Timeout,245477
3339,(and (>= (f y x) x) (<= (+ (f x y) x) x)),Timeout,295959
3340,(and (<= (f x y) (+ (f x y) x)) (<= (f x y) (+ (f x y) x))),Timeout,227475
3341,(or (<= (+ y y) (f x y)) (<= (+ y y) (f x y))),Timeout,231541
3342,(or (= (f x y) (f y x)) (>= (+ (f y x) x) (f x y))),Timeout,224347
3343,(and (< (+ (f x y) y) (f x y)) (< (+ (f x y) y) (f x y))),Timeout,227562
3344,(and (>= y x) (= (f x y) y)),Timeout,253317
3345,(or (>= (+ (+ x (f y x)) (f y x)) (+ x (f y x))) (> y (+ x (f y x)))),Timeout,228007
3346,(and (= x (+ (f y x) (f y x))) (<= y (+ (f y x) x))),Timeout,227281
3347,(or (< x (- (f y x) y)) (> x y)),Timeout,216178
3348,(or (> x x) (= (+ (f y x) y) (+ (f y x) y))),Timeout,225741
3349,(and (> x (f y x)) (> x (f y x))),Timeout,245807
3350,(or (<= x (f x y)) (< (f x y) y)),Timeout,217217
3351,(or (= (+ (f y x) x) (+ (f y x) x)) (<= (f x y) (f y x))),Timeout,227359
3352,(or (= (f x y) (- (f x y) (f y x))) (= (f x y) (- (f x y) (f y x)))),Timeout,233328
3353,(and (> (+ y (f y x)) (f y x)) (> (+ y (f y x)) (f y x))),Timeout,226576
3354,(or (< (- y x) (f x y)) (= (f x y) (- y x))),Timeout,226413
3355,(and (<= (f x y) (+ (f x y) (f y x))) (<= x y)),Timeout,240592
3356,(and (<= x x) (<= (f y x) y)),Timeout,230622
3357,(or (< (f y x) (f x y)) (< (f y x) (f x y))),Timeout,221103
3358,(and (< (f y x) y) (> y y)),Timeout,287497
3359,(or (> y y) (> (f y x) (- (f x y) y))),unknown,1183252
3360,(and (>= x (f y x)) (<= x x)),(define-fun f ((x Int) (y Int)) Int y),123530
3361,(and (= y x) (= y x)),unknown,124816
3362,(and (= (f x y) (f y x)) (= (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),155623
3363,(or (= (f x y) (+ (f y x) y)) (< (f x y) (+ (f x y) (f x y)))),Timeout,177038
3364,(and (> (f x y) (+ (- x (f y x)) (f y x))) (> (f x y) (+ (- x (f y x)) (f y x)))),Timeout,185672
3365,(and (> x y) (> x y)),unknown,157129
3366,(and (>= x (f y x)) (>= (+ (f x y) y) x)),unknown,175024
3367,(or (<= (+ y y) (f y x)) (> (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),188536
3368,(or (= y x) (= y x)),unknown,173027
3369,(and (>= x y) (< (- (f y x) x) (f y x))),unknown,186897
3370,(or (> (f y x) y) (>= (- x (f x y)) (f y x))),Timeout,214901
3371,(or (< y y) (< y y)),unknown,191664
3372,(or (< x (f y x)) (< x (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),182161
3373,(or (<= x x) (<= x x)),(define-fun f ((x Int) (y Int)) Int 0),159567
3374,(or (= (+ y y) (+ y y)) (> (f x y) x)),(define-fun f ((x Int) (y Int)) Int 0),182659
3375,(or (< (f x y) (- (+ x (f y x)) y)) (< (f x y) (- (+ x (f y x)) y))),unknown,190092
3376,(or (<= (- y (f y x)) y) (<= (- y (f y x)) y)),Timeout,255425
3377,(and (<= x y) (<= x y)),unknown,185632
3378,(and (> (f y x) (+ y (- (f x y) y))) (> (f y x) (+ y (- (f x y) y)))),Timeout,205383
3379,(and (> (- (f y x) (f x y)) y) (> (- (f y x) (f x y)) y)),Timeout,211836
3380,(and (<= (f x y) y) (<= x (f x y))),Timeout,221951
3381,(or (> y x) (< x (f x y))),Timeout,341392
3382,(or (>= y (f y x)) (>= y (f y x))),Timeout,232620
3383,(and (= x (f x y)) (= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),220519
3384,(and (< (+ (f x y) x) y) (< (+ (f x y) x) y)),Timeout,190786
3385,(or (>= (f y x) y) (>= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),192875
3386,(and (>= x (f y x)) (>= x (f y x))),Timeout,204293
3387,(or (> (+ x (f y x)) (f x y)) (< (+ x (f y x)) x)),Timeout,202037
3388,(and (<= (+ y x) x) (= (f x y) (f y x))),Timeout,212237
3389,(or (>= (- (f y x) y) (f y x)) (>= (- (f y x) y) (f y x))),Timeout,203785
3390,(and (= x (f y x)) (> (f x y) y)),Timeout,199992
3391,(or (<= x (f y x)) (<= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),202850
3392,(and (< (f y x) (- x y)) (< (f y x) (- x y))),Timeout,204630
3393,(and (> (f y x) y) (> (f y x) y)),Timeout,196257
3394,(and (< (+ x y) (+ x y)) (<= y (f x y))),unknown,175409
3395,(or (< (f y x) (+ (f y x) (f x y))) (= (- (f y x) x) (- (f y x) x))),(define-fun f ((x Int) (y Int)) Int 0),184196
3396,(and (< (+ y x) x) (< (+ y x) x)),unknown,283491
3397,(and (>= x x) (> (+ (f y x) (f y x)) (- (f x y) (f x y)))),Timeout,229628
3398,(and (= (f y x) (- (f y x) (f x y))) (= (f y x) (- (f y x) (f x y)))),Timeout,220286
3399,(and (> (f x y) x) (= (- x (f y x)) (- (f x y) y))),Timeout,222343
3400,(or (>= (+ y (f y x)) (- (+ y (f y x)) y)) (= x y)),Timeout,207028
3401,(or (= (- y (f y x)) x) (= (- y (f y x)) x)),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),192065
3402,(or (<= (f x y) (- (- (f x y) (f x y)) (- (f x y) (f x y)))) (<= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),191548
3403,(and (> (f x y) (f y x)) (> (f x y) (f y x))),unknown,199532
3404,(and (<= (- x x) (f x y)) (= (f x y) x)),unknown,138115
3405,(or (> x (f x y)) (> x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),113040
3406,(and (= (+ y y) x) (= (+ y y) x)),unknown,131865
