S No., Constraints, Programs, Exec. Time
2640,(and (<= y (f y x)) (<= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),57431
2641,(and (= (+ x x) (f y x)) (<= x (- x (f y x)))),unknown,99572
2642,(and (<= (f x y) (f y x)) (<= (+ y (f y x)) (f y x))),unknown,64936
2643,(and (>= y (+ (f y x) y)) (< (f x y) x)),(define-fun f ((x Int) (y Int)) Int (ite (>= x 1) 0 (+ (- 1) x))),72451
2644,(and (>= (f y x) (- (f x y) (f x y))) (> (f y x) (- (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int 1),60908
2645,(and (< (f x y) (- y (f y x))) (>= (+ y y) y)),unknown,61081
2646,(and (= y y) (< (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),63965
2647,(and (< (f x y) x) (< (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),64648
2648,(and (= x (f x y)) (= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),62329
2649,(or (> (f x y) (+ y (f y x))) (> (f x y) (+ y (f y x)))),unknown,65052
2650,(or (< (f y x) (f y x)) (>= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),57859
2651,(and (>= (f y x) x) (> (f y x) (f y x))),unknown,58667
2652,(and (> (f x y) y) (>= (- (f x y) (f x y)) y)),unknown,105211
2653,(or (< (+ x (f y x)) (f x y)) (<= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),59258
2654,(and (< (+ x y) y) (> (f y x) (f y x))),unknown,66446
2655,(and (= x (f x y)) (= x y)),unknown,66495
2656,(and (= (- (f y x) (f x y)) (f y x)) (<= (f x y) y)),unknown,60512
2657,(or (> x (- (- (f y x) (f y x)) (f y x))) (> x (- (- (f y x) (f y x)) (f y x)))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* (- 1) y))),57039
2658,(or (> (f y x) x) (> (+ (f x y) (f x y)) (f x y))),(define-fun f ((x Int) (y Int)) Int 1),62256
2659,(or (= (+ (f x y) (f y x)) (+ (f x y) (f y x))) (= (+ (f x y) (f y x)) (+ (f x y) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),74694
2660,(or (= y (+ y (f x y))) (= y (+ y (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),63142
2661,(or (< y (f y x)) (< y (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),65853
2662,(and (< (f x y) y) (< (f x y) (+ y (f y x)))),unknown,112013
2663,(and (< (f x y) (- (+ (f y x) (f x y)) (+ (f y x) (f x y)))) (< (f x y) (- (+ (f y x) (f x y)) (+ (f y x) (f x y))))),(define-fun f ((x Int) (y Int)) Int (- 1)),81696
2664,(or (<= x (- (f y x) y)) (<= x (- (f y x) y))),(define-fun f ((x Int) (y Int)) Int (+ x y)),76686
2665,(or (>= (- (f y x) (- x x)) (f y x)) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),60802
2666,(or (= (+ (f x y) y) (- (f y x) x)) (<= y (- (f y x) x))),(define-fun f ((x Int) (y Int)) Int (+ y x)),99358
2667,(and (> (- x (f x y)) (f y x)) (> (- x (f x y)) (f y x))),Timeout,133017
2668,(or (<= y (f y x)) (< y x)),(define-fun f ((x Int) (y Int)) Int x),61618
2669,(and (= x (+ y (f x y))) (< (+ (f y x) (f y x)) x)),unknown,110519
2670,(and (<= y (f y x)) (<= (- (f x y) (f x y)) (+ (f x y) (- (f x y) (f x y))))),(define-fun f ((x Int) (y Int)) Int (ite (>= x 1) x 0)),65357
2671,(or (>= (- x y) x) (= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),61520
2672,(and (<= (f y x) y) (<= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),64830
2673,(and (>= x y) (< (f y x) y)),unknown,69669
2674,(or (= x (- (f x y) (f x y))) (> x x)),unknown,67101
2675,(or (= (f x y) (f x y)) (= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),53640
2676,(or (< y (f y x)) (= (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),62910
2677,(and (<= (- y (f y x)) (f x y)) (<= (- y (f y x)) (f x y))),Timeout,132624
2678,(and (>= (+ (f y x) x) x) (>= (+ (f y x) x) x)),(define-fun f ((x Int) (y Int)) Int 0),59939
2679,(and (<= (f y x) x) (<= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),68105
2680,(and (< y (- (f x y) y)) (< y (- (f x y) y))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* 2 y))),68348
2681,(or (= x y) (< (+ (- (f y x) y) (- (f y x) y)) (+ (- (f y x) y) (- (f y x) y)))),unknown,64623
2682,(or (<= (+ (f x y) x) y) (<= (+ (f x y) x) y)),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),60330
2683,(or (< x x) (= (+ y (f x y)) (+ y (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),57728
2684,(or (> (f x y) y) (> (f x y) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),60373
2685,(or (= x y) (>= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),68270
2686,(and (>= (f x y) y) (>= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),70756
2687,(or (> (+ (f y x) x) y) (> (+ (f y x) x) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x (* (- 1) y))),58747
2688,(and (<= (- x (f y x)) y) (<= (- x (f y x)) y)),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),61794
2689,(or (< (+ (f x y) x) x) (< (+ (f x y) x) x)),(define-fun f ((x Int) (y Int)) Int (- 1)),62495
2690,(or (= (f y x) (f y x)) (= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),69244
2691,(and (< (+ (f y x) y) (f x y)) (< (+ (f y x) y) (f x y))),unknown,65590
2692,(or (> (f y x) (f x y)) (>= (f y x) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),76804
2693,(or (= (f y x) x) (= (f y x) x)),(define-fun f ((x Int) (y Int)) Int y),57914
2694,(or (< (+ (f x y) (f y x)) (+ (f x y) (f y x))) (<= x y)),unknown,65018
2695,(and (<= (f x y) (f x y)) (> (+ x (+ (f x y) (f y x))) x)),(define-fun f ((x Int) (y Int)) Int 1),62466
2696,(or (> (- x x) (f x y)) (> (- x x) (f x y))),(define-fun f ((x Int) (y Int)) Int (- 1)),60174
2697,(and (< y (f y x)) (< y (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),65914
2698,(or (< (f x y) y) (< (f x y) y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),68775
2699,(or (= (+ (f x y) (f x y)) y) (< x y)),unknown,90181
2700,(or (= x (f x y)) (= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),57323
2701,(or (< (f x y) (- (f x y) (f y x))) (< (+ (f x y) (f y x)) x)),(define-fun f ((x Int) (y Int)) Int (- 0 1)),107076
2702,(or (= x (f x y)) (> (+ (f y x) (f x y)) x)),(define-fun f ((x Int) (y Int)) Int x),61499
2703,(and (<= (+ (f y x) (+ (f x y) (f x y))) (f y x)) (<= y (f x y))),unknown,60323
2704,(and (> (f x y) x) (<= y (f x y))),(define-fun f ((x Int) (y Int)) Int (ite (>= (+ x (* (- 1) y)) 0) (+ 1 x) y)),70271
2705,(or (<= (+ (f y x) (f x y)) (f y x)) (<= x x)),(define-fun f ((x Int) (y Int)) Int 0),67047
2706,(and (<= (- y (f y x)) (f y x)) (<= (- y (f y x)) (f y x))),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (div x 2))) (ite (>= (+ x (* (- 2) _let_0)) 1) (div (+ 1 x) 2) _let_0))),74353
2707,(and (< x (f y x)) (> (- y y) (f x y))),unknown,61095
2708,(or (< (f x y) (f x y)) (> x (- (f x y) (f x y)))),unknown,59713
2709,(and (>= (f y x) y) (< y x)),unknown,64891
2710,(and (> (+ (f y x) (f x y)) (f x y)) (> (+ (f y x) (f x y)) (f x y))),(define-fun f ((x Int) (y Int)) Int 1),83450
2711,(or (< (f y x) x) (< (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),64049
2712,(or (<= (f x y) x) (<= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),62563
2713,(and (<= (f x y) (f y x)) (>= x (f y x))),Timeout,128452
2714,(and (> (- y (f x y)) (- y (f x y))) (= y (f x y))),unknown,63936
2715,(and (< (f y x) (f x y)) (= (f y x) (f y x))),unknown,65246
2716,(and (>= (+ (f x y) x) (f y x)) (>= (f x y) (f y x))),unknown,71988
2717,(or (= y (+ y (f y x))) (>= x (f y x))),(define-fun f ((x Int) (y Int)) Int 0),71605
2718,(or (< (f x y) (- (f x y) (f x y))) (<= y (- (f y x) x))),(define-fun f ((x Int) (y Int)) Int (- 0 1)),124210
2719,(or (<= (+ (f x y) (f y x)) (f x y)) (<= (+ (f x y) (f y x)) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),64705
2720,(or (<= (f x y) y) (< x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),66677
2721,(or (> (f y x) (f x y)) (> (f y x) (f x y))),unknown,69982
2722,(and (< (f y x) x) (< (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),98638
2723,(and (< (f y x) y) (< (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),60334
2724,(and (< y (+ (f y x) (f x y))) (< y (+ (f y x) (f x y)))),Timeout,139581
2725,(and (= (- (f y x) y) x) (= (- (f y x) y) x)),(define-fun f ((x Int) (y Int)) Int (+ x y)),66133
2726,(or (> (- (f y x) (f y x)) y) (> (- (f y x) (f y x)) y)),unknown,58556
2727,(or (>= x (f y x)) (>= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),53402
2728,(and (= (+ y (f y x)) x) (= (+ y (f y x)) x)),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),68242
2729,(and (= x (f x y)) (> (f y x) (f y x))),unknown,65479
2730,(and (< (+ (f x y) y) (f y x)) (<= (f x y) (f x y))),unknown,63263
2731,(and (>= (f y x) (+ x (f x y))) (>= (f y x) (+ x (f x y)))),unknown,96237
2732,(or (= y (f y x)) (= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),51058
2733,(and (= (f y x) x) (> (f x y) y)),unknown,65920
2734,(and (> (f x y) y) (> (f x y) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),61395
2735,(or (>= (- y (f y x)) (f y x)) (>= (- y (f y x)) (f y x))),(define-fun f ((x Int) (y Int)) Int (div x 2)),65618
2736,(or (= (f x y) (f y x)) (<= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),70554
2737,(and (< (f x y) (+ (f y x) x)) (< (f x y) (+ (f y x) x))),unknown,67793
2738,(or (= (f y x) y) (= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),66588
2739,(and (<= (f y x) (+ x y)) (<= (f y x) (+ x y))),(define-fun f ((x Int) (y Int)) Int (+ x y)),72412
2740,(and (= (- (f y x) (- (f x y) (f y x))) (- (f x y) (f y x))) (= (- (f y x) (- (f x y) (f y x))) (- (f x y) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),81725
2741,(and (> y (+ (f x y) (f x y))) (> y (+ (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int (div (+ (- 1) y) 2)),63038
2742,(and (= (+ (f x y) x) (+ (f x y) x)) (>= (f y x) (f x y))),(define-fun f ((x Int) (y Int)) Int 1),102910
2743,(or (<= (f x y) (- (f y x) (f x y))) (<= (f x y) (- (f y x) (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),64892
2744,(and (> (f x y) (f x y)) (> (f x y) (f x y))),unknown,66541
2745,(and (< y (f y x)) (< y (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),58797
2746,(or (> (f y x) y) (> (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),67082
2747,(or (> (f y x) x) (< (f y x) (- (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int (- 1)),59157
2748,(and (= (+ (f y x) (f y x)) (+ (f y x) (f y x))) (= (+ (f y x) (f y x)) (+ (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),63968
2749,(or (= y x) (= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),64725
2750,(and (= y (- (f y x) (f x y))) (> (- x (f y x)) y)),Timeout,132754
2751,(or (<= (f x y) (- (f y x) y)) (= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),65039
2752,(and (> (f x y) x) (> (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),108277
2753,(or (= (f y x) x) (<= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),56722
2754,(and (<= (f y x) (f x y)) (<= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),78058
2755,(and (= (f y x) (f y x)) (= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),64000
2756,(or (<= (f x y) (- (f y x) y)) (<= (f x y) (- (f y x) y))),unknown,81701
2757,(and (> (f x y) (- y y)) (> (f x y) (- y y))),(define-fun f ((x Int) (y Int)) Int 1),61341
2758,(and (= (f x y) y) (>= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int y),57516
2759,(or (< x (f x y)) (< x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),68475
2760,(and (< (- x y) (f x y)) (< (- x y) (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x (* (- 1) y))),63968
2761,(or (<= (f y x) x) (> x y)),(define-fun f ((x Int) (y Int)) Int y),68058
2762,(and (<= (f x y) y) (= (- (f y x) y) (- (f y x) y))),(define-fun f ((x Int) (y Int)) Int y),63989
2763,(or (> (+ y (f x y)) x) (= (+ y (f x y)) (- x (f y x)))),Timeout,129531
2764,(or (< (- y (f x y)) (f y x)) (< (- y (f x y)) (f y x))),Timeout,128739
2765,(or (>= (- (f y x) (f y x)) (f y x)) (> (+ (f y x) x) (+ (f y x) x))),(define-fun f ((x Int) (y Int)) Int 0),62573
2766,(or (>= (f x y) (f x y)) (<= y y)),(define-fun f ((x Int) (y Int)) Int 0),73832
2767,(or (> (+ x (f x y)) (f y x)) (> (+ x (f x y)) (f y x))),unknown,63131
2768,(and (<= (f y x) (+ y (f y x))) (<= (f y x) (+ y (f y x)))),unknown,60932
2769,(or (> (f x y) (- (f x y) (f x y))) (= (- x y) y)),(define-fun f ((x Int) (y Int)) Int 1),56618
2770,(and (< x (f y x)) (< x (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),61011
2771,(and (<= y (f x y)) (<= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int y),66255
2772,(and (> y (f y x)) (< (- x y) (f y x))),unknown,65489
2773,(and (> (+ y y) (f y x)) (> (+ y y) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* 2 x))),97999
2774,(and (= x (+ x x)) (>= (+ (f x y) (f x y)) (+ (f x y) (f x y)))),unknown,69784
2775,(and (= (f y x) y) (< (f y x) (f x y))),unknown,65790
2776,(and (>= (- (f y x) x) y) (= (f y x) (- (f y x) x))),unknown,69991
2777,(and (= (f x y) (- y (f y x))) (= x y)),unknown,66939
2778,(or (< (f x y) y) (>= (- (f x y) x) y)),(define-fun f ((x Int) (y Int)) Int (+ x y)),70069
2779,(or (= x (f x y)) (= x (+ (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int x),63047
2780,(and (> y (f x y)) (> y (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),70440
2781,(or (>= (- y (f y x)) x) (>= (f y x) x)),(define-fun f ((x Int) (y Int)) Int y),62787
2782,(and (< y (f y x)) (< y (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),73163
2783,(or (>= y (f x y)) (>= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),101041
2784,(or (= (- (f x y) x) x) (= (- (f x y) x) x)),(define-fun f ((x Int) (y Int)) Int (* 2 x)),58967
2785,(and (> (f y x) (f y x)) (<= (- (f x y) (f x y)) (- (f y x) (- (f x y) (f x y))))),unknown,57797
2786,(or (> (- (f x y) (f x y)) (- (f x y) (f x y))) (<= (+ (f y x) x) (- (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int (* (- 1) y)),63113
2787,(or (< (- y y) (+ y (- y y))) (> (f x y) (f y x))),unknown,65196
2788,(and (= x (+ (f y x) (f x y))) (< y (f y x))),unknown,67298
2789,(and (> (f y x) (f x y)) (<= (f y x) y)),unknown,64213
2790,(and (>= (+ (f y x) x) (- (f x y) (f x y))) (<= y (f x y))),(define-fun f ((x Int) (y Int)) Int (ite (>= y 0) y (* (- 1) y))),75138
2791,(or (>= (f x y) (- x y)) (>= (f x y) (- x y))),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),60237
2792,(or (<= (f x y) x) (> (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int x),61663
2793,(or (<= y (f y x)) (<= (- y y) x)),(define-fun f ((x Int) (y Int)) Int x),62662
2794,(and (> y (+ (f x y) y)) (> y (+ (f x y) y))),(define-fun f ((x Int) (y Int)) Int (- 1)),114536
2795,(or (< x (f y x)) (< x (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),58663
2796,(and (> y (f x y)) (= (- x (f y x)) y)),unknown,63136
2797,(and (= y (f x y)) (= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),54031
2798,(or (<= x (f y x)) (< (- y (f x y)) y)),(define-fun f ((x Int) (y Int)) Int y),69967
2799,(and (>= (f y x) y) (>= y (+ y y))),unknown,63478
2800,(and (= (+ (- (f x y) x) (f y x)) y) (>= x y)),unknown,63263
2801,(and (> (f x y) (f y x)) (> (f x y) (f y x))),unknown,59575
2802,(or (< x (f x y)) (< x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),53354
2803,(and (<= (f x y) (f y x)) (<= (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),83221
2804,(or (<= (- x (f y x)) (+ (- x (f y x)) y)) (>= (f y x) (f x y))),(define-fun f ((x Int) (y Int)) Int 1),74327
2805,(and (>= (f y x) (+ (f y x) y)) (>= (f y x) (+ (f y x) y))),unknown,59280
2806,(and (= x (- (f y x) (f x y))) (= x (- (f y x) (f x y)))),unknown,69569
2807,(or (>= (+ (f y x) (f x y)) y) (>= (+ (f y x) (f x y)) y)),Timeout,132884
2808,(or (<= y (f y x)) (<= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),61184
2809,(or (> (- (f y x) x) y) (> (- (f y x) x) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x y)),58718
2810,(or (> (- x (f y x)) y) (> (- x (f y x)) y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* (- 1) x) y)),58669
2811,(and (= (- x (- (f y x) (f x y))) (- x (- (f y x) (f x y)))) (= (- x (- (f y x) (f x y))) (- x (- (f y x) (f x y))))),(define-fun f ((x Int) (y Int)) Int 0),67361
2812,(or (<= y (f x y)) (<= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),56606
2813,(or (>= x (f y x)) (< (f y x) (- y (f x y)))),(define-fun f ((x Int) (y Int)) Int y),68518
2814,(and (>= (f x y) (f y x)) (>= (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),66850
2815,(or (>= (f x y) (+ (- y (f x y)) (f x y))) (>= (f x y) (+ (- y (f x y)) (f x y)))),(define-fun f ((x Int) (y Int)) Int y),63518
2816,(and (= (- (f y x) x) (f y x)) (>= (f y x) (f x y))),unknown,65630
2817,(or (<= (- y y) (- (f y x) (f x y))) (<= (- y y) (- (f y x) (f x y)))),(define-fun f ((x Int) (y Int)) Int 1),71121
2818,(or (= (f x y) (f x y)) (= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),57126
2819,(and (> (f y x) (f y x)) (<= x (f x y))),unknown,91939
2820,(and (>= (f x y) y) (< (- y (f y x)) y)),(define-fun f ((x Int) (y Int)) Int (ite (>= y 2) y 1)),64239
2821,(and (<= (f x y) (+ (f x y) y)) (<= y (+ (f x y) y))),unknown,59967
2822,(or (<= (f x y) y) (<= (- y y) y)),(define-fun f ((x Int) (y Int)) Int y),67946
2823,(or (>= y (f x y)) (= y x)),(define-fun f ((x Int) (y Int)) Int y),66679
2824,(or (<= x (f y x)) (> (f y x) (f x y))),(define-fun f ((x Int) (y Int)) Int y),66118
2825,(and (<= (+ (f x y) y) (+ (f x y) y)) (<= y (+ (f x y) y))),(define-fun f ((x Int) (y Int)) Int 0),59875
2826,(or (= (f x y) y) (< (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int y),58994
2827,(or (> y y) (< (f y x) (f y x))),unknown,67744
2828,(or (= (f y x) (f y x)) (= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),62347
2829,(or (<= (+ (f x y) x) (f y x)) (<= (+ (f x y) x) (f y x))),unknown,60813
2830,(or (<= (+ (- (f x y) (f x y)) (f y x)) (- (f x y) (f x y))) (<= x (- (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),95923
2831,(or (<= (+ (f y x) (+ (f x y) y)) (f x y)) (> y y)),(define-fun f ((x Int) (y Int)) Int (* (- 1) x)),73176
2832,(or (< x y) (< (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),64614
2833,(and (< (f x y) (f y x)) (< (f x y) (f y x))),unknown,63464
2834,(and (<= (f y x) (f y x)) (< y (+ x (f y x)))),(define-fun f ((x Int) (y Int)) Int (+ 1 x (* (- 1) y))),63371
2835,(or (<= (f x y) y) (<= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),55848
2836,(or (< (+ y (f x y)) (f x y)) (>= (f y x) (+ y (f x y)))),unknown,87707
2837,(and (<= (+ (f y x) (- (f x y) y)) (+ (f y x) (- (f x y) y))) (<= (+ (f y x) (- (f x y) y)) (+ (f y x) (- (f x y) y)))),(define-fun f ((x Int) (y Int)) Int 0),63108
2838,(or (> (f x y) (f x y)) (> (f x y) (f x y))),unknown,63140
2839,(or (>= y (f x y)) (>= (- y (f x y)) y)),(define-fun f ((x Int) (y Int)) Int 0),66614
2840,(and (< (f x y) (f y x)) (<= (- (f y x) y) (- (f y x) y))),unknown,64061
2841,(and (>= (f y x) (f x y)) (= x x)),(define-fun f ((x Int) (y Int)) Int 1),70258
2842,(or (= y y) (<= (f y x) (- (f y x) y))),(define-fun f ((x Int) (y Int)) Int 0),62081
2843,(or (>= (f x y) (f y x)) (>= (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),147098
2844,(and (> (f y x) (- y x)) (<= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x (* (- 1) y))),66358
2845,(and (<= y (- y (f x y))) (< (f y x) (+ x y))),(define-fun f ((x Int) (y Int)) Int (ite (>= (+ x y) 1) 0 (+ (- 1) x y))),64213
2846,(or (<= (f x y) (f y x)) (>= (- y (f y x)) y)),(define-fun f ((x Int) (y Int)) Int 0),75131
2847,(or (= (- (f x y) (- (f x y) (f x y))) (- (f x y) (- (f x y) (f x y)))) (<= x x)),(define-fun f ((x Int) (y Int)) Int 0),58720
2848,(or (> (f x y) (f y x)) (> (f x y) (f y x))),unknown,62633
2849,(or (< (- x x) y) (<= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),62668
2850,(and (= (f y x) (f y x)) (= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),59707
2851,(or (>= (- (f y x) y) x) (>= (- (f y x) y) x)),(define-fun f ((x Int) (y Int)) Int (+ x y)),61232
2852,(and (<= (+ (f x y) x) (f y x)) (<= (+ (f x y) x) (f y x))),unknown,71946
2853,(or (> x (f y x)) (> x (f y x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),60636
2854,(and (> x (- y (f y x))) (= (- y y) (- y y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x (* (- 1) y))),72951
2855,(or (< x (f x y)) (< x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),65152
2856,(or (< y (+ (f x y) (f x y))) (= x y)),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (+ 1 y))) (let ((_let_1 (div _let_0 2))) (ite (and (>= (+ y (* (- 2) _let_1)) 0) (not (= x y))) (div (+ 2 y) 2) _let_1)))),67667
2857,(or (= (- (f x y) (f y x)) (f x y)) (= (- (f x y) (f y x)) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),55816
2858,(or (= x y) (>= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),59571
2859,(or (<= (- (f x y) x) (- (f x y) x)) (<= (- (f x y) x) (- (f x y) x))),(define-fun f ((x Int) (y Int)) Int 0),73264
2860,(and (>= y y) (> x (- (f y x) (f y x)))),unknown,65723
2861,(and (= (f x y) (f y x)) (= (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),88631
2862,(and (>= (f x y) (f y x)) (> x x)),unknown,74802
2863,(or (< (f x y) x) (< (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),72111
2864,(or (<= x (f x y)) (< (f y x) (- x (f y x)))),(define-fun f ((x Int) (y Int)) Int x),60101
2865,(or (<= y (f x y)) (> (+ y (f x y)) (f x y))),(define-fun f ((x Int) (y Int)) Int y),66424
2866,(and (> y (f x y)) (> y (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),58680
2867,(and (= (f x y) x) (= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),74662
2868,(and (<= (+ (f y x) x) (f y x)) (> (f y x) y)),unknown,63861
2869,(and (= x y) (< (f x y) (- x (f x y)))),unknown,66128
2870,(or (> (f x y) (- (f y x) x)) (> (f x y) (- (f y x) x))),unknown,72318
2871,(or (<= (- (f y x) (f x y)) y) (>= (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),76112
2872,(and (< (f x y) x) (< (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),101112
2873,(and (< (+ (f y x) x) x) (> (f y x) (f x y))),unknown,113621
2874,(or (<= x (f y x)) (<= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),60391
2875,(and (<= (f y x) (f x y)) (<= (f y x) (f x y))),(define-fun f ((x Int) (y Int)) Int 1),75915
2876,(and (> (- (- x y) (f x y)) (- x y)) (> (- (- x y) (f x y)) (- x y))),(define-fun f ((x Int) (y Int)) Int (- 1)),63218
2877,(or (> x (f x y)) (> x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),55636
2878,(or (>= (- (f y x) (- y y)) y) (>= (- (f y x) (- y y)) y)),(define-fun f ((x Int) (y Int)) Int x),60304
2879,(and (> (f y x) y) (> y (+ (f y x) (f y x)))),unknown,69647
2880,(or (= x (- (f x y) (f y x))) (= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),66275
2881,(and (= (+ (+ (f y x) x) x) y) (< x y)),unknown,58730
2882,(and (= (f x y) (+ (- (f x y) (f y x)) (f y x))) (= (f x y) (+ (- (f x y) (f y x)) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),58697
2883,(or (<= (f y x) y) (<= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),59805
2884,(and (> x (- (f x y) (f x y))) (> x (- (f x y) (f x y)))),unknown,64413
2885,(and (< y (f y x)) (< y (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),59613
2886,(and (= (f x y) (f x y)) (<= (- x (- y x)) (- x (- y x)))),(define-fun f ((x Int) (y Int)) Int 0),102468
